분기,시군구명,서비스업종코드,서비스업종,매출등급,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,최근10년영업기간,최근30년영업기간
4,강서구,CS100001,한식,3.0,128,159,4.2,5.2,72.9,48.4,33.9,2.6년,4.3년
4,강서구,CS100002,중식,3.0,14,14,5.5,5.5,65.2,49.1,40.7,2.4년,4년
4,강서구,CS100003,일식,3.0,18,16,4.8,4.3,83.2,56.6,48.1,2.5년,3.7년
4,강서구,CS100004,기타 외국식,3.0,12,11,4.1,3.7,75.9,44.9,41.3,2.4년,3.3년
4,강서구,CS100005,제과제빵,3.0,8,6,2.6,2.0,80.8,60.3,35.6,2.7년,4.3년
4,강서구,CS100006,패스트푸드,3.0,16,15,5.1,4.8,80.0,49.0,41.3,2.6년,4.1년
4,강서구,CS100007,치킨,3.0,13,20,4.0,6.2,56.3,40.5,18.8,2.5년,4.1년
4,강서구,CS100008,분식,3.0,40,27,5.6,3.8,69.2,39.3,31.0,2.3년,3.6년
4,강서구,CS100009,주점,3.0,15,29,3.1,6.0,74.1,35.3,20.1,2.7년,4.4년
4,강서구,CS100010,커피,3.0,63,42,5.9,4.0,76.0,49.6,30.5,2.5년,3년
4,관악구,CS100001,한식,3.0,101,130,4.0,5.1,70.0,49.4,33.3,2.6년,4.5년
4,관악구,CS100002,중식,3.0,14,10,6.3,4.5,64.4,58.7,26.0,2.6년,4.2년
4,관악구,CS100003,일식,3.0,8,9,2.8,3.1,68.5,56.0,38.9,2.5년,3.7년
4,관악구,CS100004,기타 외국식,3.0,8,16,2.9,5.8,64.4,64.6,41.7,2.5년,3.9년
4,관악구,CS100005,제과제빵,3.0,11,11,5.2,5.2,73.2,56.4,32.3,2.6년,4.6년
4,관악구,CS100006,패스트푸드,3.0,9,15,3.6,6.0,67.2,58.5,22.9,2.6년,4.1년
4,관악구,CS100007,치킨,3.0,13,9,5.0,3.5,69.8,28.3,27.5,2.5년,4년
4,관악구,CS100008,분식,3.0,30,22,4.8,3.6,66.3,45.2,24.4,2.3년,3.8년
4,관악구,CS100009,주점,3.0,14,20,3.2,4.6,87.5,38.7,17.9,2.6년,4.2년
4,관악구,CS100010,커피,3.0,51,28,6.4,3.5,79.0,57.5,32.2,2.5년,3.3년
4,광진구,CS100001,한식,3.0,78,89,3.5,4.0,76.7,52.1,36.6,2.8년,4.7년
4,광진구,CS100002,중식,3.0,20,15,8.0,6.0,87.1,47.1,45.7,2.9년,4.2년
4,광진구,CS100003,일식,3.0,12,11,4.7,4.3,70.5,58.1,47.6,2.8년,4.3년
4,광진구,CS100004,기타 외국식,3.0,17,7,6.4,2.6,84.9,58.7,32.0,2.6년,4년
4,광진구,CS100005,제과제빵,3.0,6,12,2.7,5.4,84.4,51.2,25.9,2.7년,4.7년
4,광진구,CS100006,패스트푸드,3.0,6,11,2.8,5.2,69.8,60.5,33.3,2.8년,4.6년
4,광진구,CS100007,치킨,3.0,9,13,4.2,6.1,72.7,45.0,27.9,2.6년,4.4년
4,광진구,CS100008,분식,3.0,32,23,5.8,4.2,70.3,53.3,28.2,2.3년,3.9년
4,광진구,CS100009,주점,2.0,8,14,2.1,3.7,84.4,43.5,22.9,2.8년,4.3년
4,광진구,CS100010,커피,3.0,47,38,5.7,4.6,74.2,58.8,31.2,2.6년,3.5년
4,구로구,CS100001,한식,3.0,71,84,3.2,3.8,74.8,50.2,36.7,2.9년,4.9년
4,구로구,CS100002,중식,2.0,22,24,5.9,6.4,74.2,48.0,27.1,2.5년,3.7년
4,구로구,CS100003,일식,3.0,14,7,7.8,3.9,75.9,75.0,50.0,2.7년,4.7년
4,구로구,CS100004,기타 외국식,3.0,5,1,3.3,0.7,84.8,53.3,50.0,2.8년,3.7년
4,구로구,CS100005,제과제빵,3.0,4,5,2.4,3.0,80.0,34.2,46.2,2.8년,4.6년
4,구로구,CS100006,패스트푸드,3.0,7,7,3.4,3.4,85.7,39.1,37.9,2.8년,4.5년
4,구로구,CS100007,치킨,3.0,9,15,3.4,5.7,70.4,48.2,29.1,2.6년,4.3년
4,구로구,CS100008,분식,3.0,21,11,4.4,2.3,77.8,41.8,27.2,2.5년,3.9년
4,구로구,CS100009,주점,3.0,21,23,5.3,5.9,70.4,34.9,19.8,2.4년,4년
4,구로구,CS100010,커피,3.0,37,19,6.0,3.1,82.4,57.1,36.2,2.6년,3.4년
4,금천구,CS100001,한식,3.0,50,71,2.8,4.0,78.6,53.8,35.7,2.8년,4.7년
4,금천구,CS100002,중식,2.0,13,11,6.1,5.1,72.0,30.0,36.1,2.3년,3.5년
4,금천구,CS100003,일식,3.0,3,2,2.6,1.7,83.3,65.4,28.6,2.6년,4년
4,금천구,CS100004,기타 외국식,2.0,4,5,3.7,4.6,69.2,52.6,22.2,2.6년,3.8년
4,금천구,CS100005,제과제빵,3.0,7,1,6.3,0.9,83.3,60.0,41.7,2.6년,5.1년
4,금천구,CS100006,패스트푸드,3.0,7,7,5.1,5.1,81.8,59.3,43.8,2.7년,4년
4,금천구,CS100007,치킨,3.0,4,11,2.5,6.7,51.7,42.1,22.6,2.6년,4.6년
4,금천구,CS100008,분식,3.0,18,14,5.0,3.9,68.2,54.4,37.3,2.5년,3.7년
4,금천구,CS100009,주점,3.0,4,6,1.7,2.5,62.5,49.2,16.7,2.6년,4.1년
4,금천구,CS100010,커피,3.0,39,33,7.2,6.1,79.7,45.5,33.3,2.5년,3.2년
4,노원구,CS100001,한식,3.0,70,82,3.5,4.1,71.6,51.9,42.6,2.9년,4.8년
4,노원구,CS100002,중식,3.0,8,3,5.0,1.9,71.0,53.1,50.0,2.7년,4.7년
4,노원구,CS100003,일식,3.0,8,11,4.4,6.1,68.4,50.0,24.4,2.7년,3.8년
4,노원구,CS100004,기타 외국식,3.0,8,9,4.2,4.8,85.1,67.6,46.7,2.8년,4년
4,노원구,CS100005,제과제빵,3.0,7,9,3.0,3.9,81.6,44.9,34.2,3년,5년
4,노원구,CS100006,패스트푸드,3.0,4,13,1.7,5.4,77.8,43.8,32.5,2.8년,4.8년
4,노원구,CS100007,치킨,3.0,7,16,2.5,5.8,64.6,44.7,19.6,2.5년,4.2년
4,노원구,CS100008,분식,3.0,20,20,4.2,4.2,63.2,51.5,34.9,2.6년,4년
4,노원구,CS100009,주점,3.0,11,12,4.6,5.0,76.9,40.4,20.7,2.9년,4.4년
4,노원구,CS100010,커피,3.0,31,25,4.7,3.8,83.1,53.0,23.4,2.7년,3.5년
4,도봉구,CS100001,한식,3.0,34,56,2.4,3.9,73.9,54.1,33.7,2.8년,4.8년
4,도봉구,CS100002,중식,3.0,5,5,5.4,5.4,75.0,58.8,36.8,2.8년,4.7년
4,도봉구,CS100003,일식,2.0,6,3,5.9,2.9,72.4,53.3,30.0,2.5년,3.8년
4,도봉구,CS100004,기타 외국식,2.0,2,2,2.0,2.0,71.4,73.9,17.6,2.8년,4.1년
4,도봉구,CS100005,제과제빵,3.0,8,4,6.3,3.1,85.2,38.5,30.0,2.4년,4.9년
4,도봉구,CS100006,패스트푸드,3.0,6,4,5.4,3.6,75.0,56.0,63.6,3년,4.5년
4,도봉구,CS100007,치킨,3.0,8,9,4.1,4.6,67.6,51.8,37.5,2.6년,4.1년
4,도봉구,CS100008,분식,3.0,13,13,4.2,4.2,74.6,38.6,22.0,2.4년,3.8년
4,도봉구,CS100009,주점,3.0,10,8,4.7,3.7,76.9,41.0,19.7,2.7년,4.2년
4,도봉구,CS100010,커피,3.0,26,10,6.9,2.6,79.0,44.4,34.2,2.6년,3.4년
4,동대문구,CS100001,한식,3.0,70,80,2.9,3.4,75.5,55.0,37.2,2.8년,4.8년
4,동대문구,CS100002,중식,3.0,13,4,6.0,1.8,82.5,45.5,35.3,2.5년,4.4년
4,동대문구,CS100003,일식,2.0,10,6,5.4,3.2,81.0,53.5,33.3,2.6년,4.1년
4,동대문구,CS100004,기타 외국식,2.0,7,5,3.4,2.4,83.3,63.6,28.9,2.8년,4년
4,동대문구,CS100005,제과제빵,3.0,8,2,4.4,1.1,76.7,41.4,37.5,2.5년,5년
4,동대문구,CS100006,패스트푸드,3.0,4,6,1.9,2.8,82.5,69.2,43.8,3년,4.5년
4,동대문구,CS100007,치킨,2.0,7,9,3.0,3.8,67.2,41.7,43.9,2.6년,4.2년
4,동대문구,CS100008,분식,3.0,18,20,3.9,4.4,66.7,41.3,24.7,2.6년,4년
4,동대문구,CS100009,주점,3.0,13,9,4.5,3.1,80.8,38.0,18.3,2.6년,4.6년
4,동대문구,CS100010,커피,3.0,46,36,6.9,5.4,78.0,53.8,38.0,2.6년,3.4년
4,동작구,CS100001,한식,3.0,55,73,3.0,4.0,77.0,60.7,40.6,3.1년,5.3년
4,동작구,CS100002,중식,3.0,8,7,4.8,4.2,76.2,51.4,54.5,3.1년,4.4년
4,동작구,CS100003,일식,3.0,8,8,3.7,3.7,84.4,53.3,38.8,2.9년,5.1년
4,동작구,CS100004,기타 외국식,3.0,11,5,6.8,3.1,85.2,51.5,26.5,2.7년,3.8년
4,동작구,CS100005,제과제빵,3.0,4,6,2.0,3.0,85.7,50.0,35.7,3년,4.9년
4,동작구,CS100006,패스트푸드,3.0,3,6,1.4,2.7,97.6,52.8,36.7,2.9년,4.5년
4,동작구,CS100007,치킨,3.0,15,16,6.7,7.1,67.6,35.1,33.3,2.7년,4.4년
4,동작구,CS100008,분식,3.0,22,14,5.4,3.4,76.3,42.0,26.1,2.4년,3.9년
4,동작구,CS100009,주점,3.0,9,9,3.6,3.6,94.4,47.1,20.5,3년,4.7년
4,동작구,CS100010,커피,3.0,36,31,5.7,4.9,78.9,50.3,31.5,2.6년,3.4년
4,마포구,CS100001,한식,3.0,113,120,3.3,3.5,77.2,54.0,33.9,2.8년,4.6년
4,마포구,CS100002,중식,3.0,21,20,6.5,6.2,72.9,49.4,43.9,2.6년,4.3년
4,마포구,CS100003,일식,3.0,34,25,5.0,3.7,80.9,48.3,34.3,2.7년,3.7년
4,마포구,CS100004,기타 외국식,3.0,42,35,4.4,3.7,77.1,56.3,29.7,2.8년,3.7년
4,마포구,CS100005,제과제빵,3.0,24,9,5.7,2.1,80.3,55.0,25.0,2.8년,4.1년
4,마포구,CS100006,패스트푸드,3.0,12,15,3.2,3.9,82.5,50.0,36.1,2.8년,4.2년
4,마포구,CS100007,치킨,3.0,6,12,2.5,4.9,83.3,45.3,27.5,2.7년,4.5년
4,마포구,CS100008,분식,3.0,49,35,5.7,4.1,60.3,43.3,24.9,2.1년,3.5년
4,마포구,CS100009,주점,3.0,13,15,2.1,2.4,82.9,40.0,22.3,3년,4.5년
4,마포구,CS100010,커피,3.0,115,79,5.8,4.0,78.1,46.9,28.9,2.5년,3.3년
4,서대문구,CS100001,한식,3.0,38,69,2.1,3.9,78.7,50.9,44.2,3년,5.3년
4,서대문구,CS100002,중식,3.0,4,5,2.2,2.7,85.3,42.9,36.0,2.9년,4.4년
4,서대문구,CS100003,일식,3.0,6,2,3.0,1.0,76.2,54.3,35.1,3년,4.3년
4,서대문구,CS100004,기타 외국식,3.0,11,9,4.2,3.4,78.6,53.7,31.6,2.7년,4.1년
4,서대문구,CS100005,제과제빵,3.0,7,5,3.5,2.5,88.2,57.9,31.0,2.8년,4.7년
4,서대문구,CS100006,패스트푸드,3.0,2,7,0.9,3.1,81.1,59.4,31.3,2.9년,4.8년
4,서대문구,CS100007,치킨,3.0,9,8,4.8,4.2,75.0,38.0,25.0,2.5년,4.6년
4,서대문구,CS100008,분식,3.0,34,22,6.3,4.0,76.5,50.6,21.7,2.4년,4년
4,서대문구,CS100009,주점,3.0,5,8,1.8,2.9,90.0,40.3,17.9,2.9년,4.6년
4,서대문구,CS100010,커피,3.0,33,25,4.9,3.7,75.4,55.6,29.3,2.6년,3.5년
4,서초구,CS100001,한식,4.0,80,109,2.8,3.8,76.0,53.1,37.9,2.9년,5년
4,서초구,CS100002,중식,4.0,10,12,3.9,4.7,75.6,44.4,38.1,2.8년,5년
4,서초구,CS100003,일식,3.0,15,11,4.0,2.9,79.5,58.3,51.4,3.1년,4.8년
4,서초구,CS100004,기타 외국식,3.0,30,10,5.3,1.8,82.2,61.3,43.4,3년,3.8년
4,서초구,CS100005,제과제빵,3.0,5,11,1.3,3.0,85.5,68.3,45.6,3.1년,4.9년
4,서초구,CS100006,패스트푸드,3.0,12,9,4.2,3.1,77.8,63.6,47.1,2.9년,4.6년
4,서초구,CS100007,치킨,4.0,8,11,3.7,5.1,86.8,44.2,29.3,2.8년,4.8년
4,서초구,CS100008,분식,3.0,23,30,2.7,3.6,69.4,54.2,37.8,2.7년,4.1년
4,서초구,CS100009,주점,3.0,5,7,1.4,2.0,75.7,53.9,23.4,3년,5년
4,서초구,CS100010,커피,3.0,77,49,5.8,3.7,75.9,48.8,38.3,2.8년,3.7년
4,성동구,CS100001,한식,3.0,56,67,3.0,3.6,83.7,56.6,38.7,2.9년,5년
4,성동구,CS100002,중식,3.0,6,6,3.9,3.9,76.7,71.4,47.4,2.8년,4.6년
4,성동구,CS100003,일식,3.0,16,8,8.0,4.0,94.3,52.9,50.0,2.6년,3.8년
4,성동구,CS100004,기타 외국식,3.0,23,13,6.3,3.5,90.4,50.7,39.0,2.4년,3.4년
4,성동구,CS100005,제과제빵,3.0,11,10,5.4,4.9,84.8,64.1,21.4,2.7년,4.1년
4,성동구,CS100006,패스트푸드,3.0,7,8,3.6,4.1,83.9,47.9,28.9,2.8년,3.9년
4,성동구,CS100007,치킨,3.0,7,7,3.8,3.8,69.7,39.0,22.6,2.7년,4.7년
4,성동구,CS100008,분식,3.0,26,16,6.3,3.9,66.2,44.3,27.5,2.3년,3.9년
4,성동구,CS100009,주점,3.0,5,10,2.5,5.0,82.6,42.9,26.2,2.9년,4.5년
4,성동구,CS100010,커피,3.0,54,34,6.4,4.0,83.7,52.7,38.6,2.7년,3.3년
4,성북구,CS100001,한식,3.0,66,66,3.2,3.2,80.1,59.9,40.0,2.9년,5년
4,성북구,CS100002,중식,3.0,9,8,5.2,4.6,71.4,62.5,47.4,2.9년,5.1년
4,성북구,CS100003,일식,2.0,9,6,4.8,3.2,78.9,63.3,40.8,2.6년,4년
4,성북구,CS100004,기타 외국식,2.0,10,8,4.1,3.3,78.0,60.8,40.0,2.8년,3.9년
4,성북구,CS100005,제과제빵,3.0,6,6,2.8,2.8,89.2,51.4,30.2,2.9년,5.1년
4,성북구,CS100006,패스트푸드,3.0,6,12,2.7,5.4,70.9,58.8,30.0,3.1년,4.8년
4,성북구,CS100007,치킨,3.0,7,12,3.1,5.4,77.8,42.6,27.9,2.7년,4.5년
4,성북구,CS100008,분식,3.0,21,20,4.0,3.8,78.8,52.4,34.0,2.6년,3.9년
4,성북구,CS100009,주점,3.0,4,5,1.5,1.9,68.4,48.3,17.8,2.9년,4.5년
4,성북구,CS100010,커피,3.0,46,32,6.1,4.2,81.8,62.9,34.2,2.6년,3.4년
4,송파구,CS100001,한식,3.0,121,144,3.4,4.0,71.8,48.6,35.5,2.7년,4.6년
4,송파구,CS100002,중식,3.0,16,14,5.8,5.1,59.4,40.7,35.8,2.6년,4.2년
4,송파구,CS100003,일식,3.0,24,27,4.5,5.1,80.7,60.4,39.8,2.8년,4.5년
4,송파구,CS100004,기타 외국식,3.0,20,19,3.8,3.6,80.2,55.5,41.3,2.7년,3.7년
4,송파구,CS100005,제과제빵,3.0,13,15,3.4,4.0,77.9,38.9,26.3,2.7년,4.5년
4,송파구,CS100006,패스트푸드,3.0,18,20,4.2,4.7,75.9,56.8,32.9,2.7년,4.2년
4,송파구,CS100007,치킨,3.0,11,22,3.2,6.4,64.1,34.5,27.0,2.5년,4.4년
4,송파구,CS100008,분식,3.0,56,47,6.5,5.5,61.9,40.3,30.1,2.3년,3.6년
4,송파구,CS100009,주점,3.0,14,19,3.2,4.3,67.4,43.9,20.6,2.7년,4.4년
4,송파구,CS100010,커피,3.0,87,50,6.2,3.5,75.7,52.1,35.2,2.6년,3.3년
4,양천구,CS100001,한식,3.0,58,72,3.4,4.2,75.2,49.1,37.0,2.8년,4.6년
4,양천구,CS100002,중식,3.0,11,6,7.6,4.2,79.3,71.4,23.1,2.6년,4.7년
4,양천구,CS100003,일식,2.0,7,3,3.9,1.7,66.7,57.7,40.5,2.6년,4년
4,양천구,CS100004,기타 외국식,3.0,9,4,5.5,2.5,78.0,54.1,30.4,2.4년,3.9년
4,양천구,CS100005,제과제빵,3.0,8,2,3.8,1.0,77.8,44.7,32.1,2.9년,4.7년
4,양천구,CS100006,패스트푸드,3.0,7,7,3.7,3.7,72.3,44.1,31.3,2.5년,4.2년
4,양천구,CS100007,치킨,3.0,8,13,3.6,5.9,70.0,40.7,30.8,2.4년,4.3년
4,양천구,CS100008,분식,3.0,19,23,4.4,5.4,57.8,41.4,30.2,2.4년,3.9년
4,양천구,CS100009,주점,2.0,10,17,3.4,5.8,60.6,46.4,23.1,2.7년,4.2년
4,양천구,CS100010,커피,3.0,39,37,6.9,6.5,79.7,56.0,34.5,2.6년,3.3년
4,영등포구,CS100001,한식,3.0,101,126,3.0,3.8,80.5,56.3,39.5,2.9년,4.9년
4,영등포구,CS100002,중식,2.0,37,20,5.9,3.2,82.8,53.7,30.9,2.6년,3.7년
4,영등포구,CS100003,일식,3.0,18,13,4.9,3.6,87.9,50.9,45.0,2.8년,4.6년
4,영등포구,CS100004,기타 외국식,3.0,16,15,4.7,4.4,73.4,59.4,44.8,2.7년,3.8년
4,영등포구,CS100005,제과제빵,3.0,6,4,2.4,1.6,73.9,61.3,47.1,3.1년,4.6년
4,영등포구,CS100006,패스트푸드,3.0,13,10,4.9,3.8,92.9,51.2,47.5,2.9년,4.5년
4,영등포구,CS100007,치킨,3.0,11,16,4.3,6.2,71.4,41.8,31.3,2.6년,4.8년
4,영등포구,CS100008,분식,3.0,21,34,2.8,4.6,73.5,45.1,35.5,2.5년,3.8년
4,영등포구,CS100009,주점,3.0,21,22,4.0,4.2,67.6,42.5,21.3,2.6년,4.3년
4,영등포구,CS100010,커피,3.0,59,40,5.0,3.4,78.8,49.8,37.5,2.8년,3.7년
4,용산구,CS100001,한식,3.0,50,49,2.7,2.7,85.7,59.3,42.9,3.1년,5.2년
4,용산구,CS100002,중식,4.0,2,6,1.2,3.6,89.3,48.1,37.5,3.3년,5.7년
4,용산구,CS100003,일식,3.0,16,9,6.0,3.4,77.4,61.4,27.1,2.8년,4.4년
4,용산구,CS100004,기타 외국식,3.0,52,25,6.1,2.9,89.7,65.8,41.1,2.9년,4년
4,용산구,CS100005,제과제빵,3.0,13,8,5.2,3.2,90.5,55.3,40.5,2.9년,4.7년
4,용산구,CS100006,패스트푸드,3.0,5,6,2.3,2.7,76.7,64.3,43.2,3.1년,4.8년
4,용산구,CS100007,치킨,3.0,4,3,3.0,2.3,80.0,40.0,35.7,2.6년,5년
4,용산구,CS100008,분식,3.0,22,20,4.0,3.6,77.8,36.0,36.3,2.4년,4년
4,용산구,CS100009,주점,3.0,7,7,2.3,2.3,88.2,50.6,21.9,3.1년,4.9년
4,용산구,CS100010,커피,3.0,47,27,5.4,3.1,79.6,56.5,40.4,2.8년,3.6년
4,은평구,CS100001,한식,3.0,66,91,3.1,4.3,72.6,53.5,33.7,2.7년,4.6년
4,은평구,CS100002,중식,3.0,8,9,5.0,5.6,61.1,48.3,36.7,2.5년,4.5년
4,은평구,CS100003,일식,2.0,10,6,5.2,3.1,82.6,48.6,28.6,2.5년,3.8년
4,은평구,CS100004,기타 외국식,2.0,9,10,5.4,6.0,80.9,54.5,26.1,2.3년,3.4년
4,은평구,CS100005,제과제빵,3.0,8,5,3.7,2.3,87.8,53.1,37.5,2.9년,4.7년
4,은평구,CS100006,패스트푸드,3.0,8,5,3.8,2.3,76.0,50.0,35.7,2.7년,4.3년
4,은평구,CS100007,치킨,3.0,9,15,3.7,6.1,71.6,26.3,39.0,2.3년,4.1년
4,은평구,CS100008,분식,3.0,19,26,3.7,5.0,69.8,37.3,30.7,2.4년,3.7년
4,은평구,CS100009,주점,3.0,17,18,4.9,5.2,84.0,48.4,14.6,2.6년,4.4년
4,은평구,CS100010,커피,3.0,40,25,6.0,3.7,77.4,51.8,28.7,2.5년,3.2년
4,종로구,CS100001,한식,3.0,72,94,2.5,3.3,82.2,66.0,41.4,3.2년,5.7년
4,종로구,CS100002,중식,3.0,7,9,3.3,4.3,76.9,40.8,41.3,2.9년,5.3년
4,종로구,CS100003,일식,3.0,19,16,6.1,5.1,71.4,53.2,48.4,2.9년,4.8년
4,종로구,CS100004,기타 외국식,3.0,21,16,3.8,2.9,84.4,57.6,38.9,3.1년,4.6년
4,종로구,CS100005,제과제빵,3.0,11,12,4.5,4.9,81.6,64.0,36.6,2.9년,4.7년
4,종로구,CS100006,패스트푸드,3.0,7,7,2.7,2.7,72.1,55.8,55.3,3.4년,5년
4,종로구,CS100007,치킨,3.0,8,10,6.2,7.7,68.4,46.7,29.4,2.7년,5.5년
4,종로구,CS100008,분식,3.0,29,10,3.8,1.3,80.7,48.1,36.9,2.6년,4.5년
4,종로구,CS100009,주점,3.0,9,22,2.3,5.6,84.8,47.1,32.2,3.3년,5.2년
4,종로구,CS100010,커피,3.0,66,34,5.2,2.7,80.2,54.9,35.6,3년,4.2년
4,중구,CS100001,한식,3.0,76,67,2.8,2.4,84.5,61.2,39.0,3.2년,5.8년
4,중구,CS100002,중식,4.0,7,9,2.7,3.4,65.6,54.2,33.3,3.1년,5.2년
4,중구,CS100003,일식,3.0,8,9,2.8,3.1,77.3,54.1,25.4,2.9년,5년
4,중구,CS100004,기타 외국식,3.0,19,14,4.3,3.2,83.3,69.6,42.4,3년,4.6년
4,중구,CS100005,제과제빵,3.0,7,2,2.8,0.8,85.7,64.1,31.0,3.1년,5.1년
4,중구,CS100006,패스트푸드,3.0,5,11,2.3,5.0,87.2,50.0,35.1,3.1년,4.8년
4,중구,CS100007,치킨,3.0,5,3,3.5,2.1,76.5,43.2,24.0,3년,5.9년
4,중구,CS100008,분식,3.0,28,22,3.6,2.8,68.4,48.5,32.8,2.6년,4.4년
4,중구,CS100009,주점,3.0,6,8,2.1,2.7,84.2,53.1,31.7,3.1년,5.1년
4,중구,CS100010,커피,3.0,41,41,3.7,3.7,82.8,50.2,38.3,2.8년,4.2년
4,중랑구,CS100001,한식,2.0,61,95,2.8,4.4,71.9,51.1,33.9,2.7년,4.5년
4,중랑구,CS100002,중식,2.0,8,2,7.0,1.7,76.0,35.7,28.6,2.2년,4년
4,중랑구,CS100003,일식,2.0,6,3,4.1,2.1,78.1,38.1,40.0,2.8년,3.8년
4,중랑구,CS100004,기타 외국식,2.0,10,7,7.9,5.5,84.6,37.5,36.4,2.5년,3.6년
4,중랑구,CS100005,제과제빵,3.0,5,3,3.4,2.1,78.3,35.3,21.7,2.5년,4.4년
4,중랑구,CS100006,패스트푸드,3.0,7,7,4.3,4.3,82.9,65.5,29.2,2.7년,4.1년
4,중랑구,CS100007,치킨,2.0,8,18,3.5,8.0,64.7,43.3,27.1,2.2년,4년
4,중랑구,CS100008,분식,2.0,21,18,5.1,4.4,76.7,32.5,29.1,2.4년,3.8년
4,중랑구,CS100009,주점,3.0,14,16,4.0,4.5,69.2,34.7,19.8,2.4년,4년
4,중랑구,CS100010,커피,3.0,42,23,8.2,4.5,79.5,49.6,33.0,2.5년,3.1년
