분기,시군구명,서비스업종,개업수,폐업수,개업률,폐업률
1,마포구,치킨,5,11,1.9,4.2
1,양천구,치킨,10,11,4.3,4.7
1,강서구,치킨,14,16,4.1,4.7
1,구로구,치킨,9,10,3.3,3.6
1,금천구,치킨,6,8,3.4,4.5
1,영등포구,치킨,6,5,2.2,1.9
1,동작구,치킨,3,10,1.3,4.3
1,관악구,치킨,6,10,2.2,3.6
1,서초구,치킨,4,9,1.7,3.9
1,강남구,치킨,5,17,1.4,4.9
1,송파구,치킨,12,16,3.3,4.4
1,강동구,치킨,5,16,1.7,5.3
2,종로구,치킨,5,4,3.8,3
2,중구,치킨,1,6,0.7,4.3
2,용산구,치킨,5,5,3.7,3.7
2,성동구,치킨,6,5,3.2,2.7
2,광진구,치킨,9,10,3.9,4.3
2,동대문구,치킨,6,12,2.5,4.9
2,중랑구,치킨,10,5,4,2
2,성북구,치킨,4,10,1.7,4.3
2,강북구,치킨,10,12,4.8,5.8
2,도봉구,치킨,8,6,3.9,2.9
2,노원구,치킨,12,9,4,3
2,은평구,치킨,9,13,3.4,4.9
2,서대문구,치킨,11,7,5.6,3.5
2,마포구,치킨,4,7,1.5,2.7
2,양천구,치킨,10,12,4.3,5.2
2,강서구,치킨,14,15,4.2,4.5
2,구로구,치킨,14,7,5,2.5
2,금천구,치킨,8,12,4.7,7
2,영등포구,치킨,4,8,1.5,3
2,동작구,치킨,11,10,4.7,4.3
2,관악구,치킨,9,11,3.3,4
2,서초구,치킨,3,5,1.3,2.2
2,강남구,치킨,9,11,2.6,3.2
2,송파구,치킨,8,12,2.2,3.3
2,강동구,치킨,14,11,4.6,3.6
3,종로구,치킨,4,4,3,3
3,중구,치킨,1,2,0.7,1.4
3,용산구,치킨,3,7,2.3,5.3
3,성동구,치킨,5,7,2.7,3.8
3,광진구,치킨,2,15,0.9,6.9
3,동대문구,치킨,10,15,4.2,6.3
3,중랑구,치킨,4,15,1.7,6.4
3,성북구,치킨,6,12,2.6,5.3
3,강북구,치킨,9,8,4.3,3.8
3,도봉구,치킨,7,14,3.5,7.1
3,노원구,치킨,13,24,4.5,8.4
3,은평구,치킨,6,18,2.4,7.1
3,서대문구,치킨,6,16,3.2,8.5
3,마포구,치킨,3,12,1.2,4.8
3,양천구,치킨,7,11,3.1,4.9
3,강서구,치킨,18,23,5.4,6.9
3,구로구,치킨,3,17,1.1,6.3
3,금천구,치킨,11,13,6.5,7.6
3,영등포구,치킨,9,10,3.4,3.8
3,동작구,치킨,5,11,2.2,4.9
3,관악구,치킨,10,29,3.9,11.4
3,서초구,치킨,4,11,1.8,5
3,강남구,치킨,22,19,6.3,5.4
3,송파구,치킨,15,21,4.2,5.9
3,강동구,치킨,12,27,4.1,9.3
4,종로구,치킨,8,10,6.2,7.7
4,중구,치킨,5,3,3.5,2.1
4,용산구,치킨,4,3,3,2.3
4,성동구,치킨,7,7,3.8,3.8
4,광진구,치킨,9,13,4.2,6.1
4,동대문구,치킨,7,9,3,3.8
4,중랑구,치킨,8,18,3.5,8
4,성북구,치킨,7,12,3.1,5.4
4,강북구,치킨,6,11,3,5.4
4,도봉구,치킨,8,9,4.1,4.6
4,노원구,치킨,7,16,2.5,5.8
4,은평구,치킨,9,15,3.7,6.1
4,서대문구,치킨,9,8,4.8,4.2
4,마포구,치킨,6,12,2.5,4.9
4,양천구,치킨,8,13,3.6,5.9
4,강서구,치킨,13,20,4,6.2
4,구로구,치킨,9,15,3.4,5.7
4,금천구,치킨,4,11,2.5,6.7
4,영등포구,치킨,11,16,4.3,6.2
4,동작구,치킨,15,16,6.7,7.1
4,관악구,치킨,13,9,5,3.5
4,서초구,치킨,8,11,3.7,5.1
4,강남구,치킨,12,20,3.5,5.8
4,송파구,치킨,11,22,3.2,6.4
4,강동구,치킨,10,16,3.5,5.6
1,종로구,분식,21,19,3,2.7
1,중구,분식,13,15,1.7,2
1,용산구,분식,18,12,3.4,2.3
1,성동구,분식,18,13,4.7,3.4
1,광진구,분식,28,23,5.4,4.5
1,동대문구,분식,17,13,3.8,2.9
1,중랑구,분식,19,9,4.9,2.3
1,성북구,분식,15,16,2.9,3.1
1,강북구,분식,16,10,4.7,2.9
1,도봉구,분식,16,3,5.2,1
1,노원구,분식,21,22,4.4,4.7
1,은평구,분식,22,11,4.2,2.1
1,서대문구,분식,15,12,3,2.4
1,마포구,분식,58,28,7.6,3.7
1,양천구,분식,18,15,4.2,3.5
1,강서구,분식,48,32,7.2,4.8
1,구로구,분식,22,12,4.8,2.6
1,금천구,분식,13,12,3.8,3.5
1,영등포구,분식,24,19,3.3,2.6
1,동작구,분식,9,9,2.3,2.3
1,관악구,분식,18,16,3,2.7
1,서초구,분식,27,19,3.3,2.3
1,강남구,분식,59,49,4.9,4.1
1,송파구,분식,49,21,5.9,2.5
1,강동구,분식,18,9,3.3,1.7
2,종로구,분식,30,17,4.2,2.4
2,중구,분식,16,12,2.1,1.6
2,용산구,분식,30,15,5.5,2.7
2,성동구,분식,27,17,6.9,4.3
2,광진구,분식,37,9,6.8,1.7
2,동대문구,분식,23,12,5,2.6
2,중랑구,분식,24,11,6,2.7
2,성북구,분식,22,12,4.1,2.3
2,강북구,분식,19,12,5.4,3.4
2,도봉구,분식,18,10,5.7,3.1
2,노원구,분식,18,17,3.8,3.6
2,은평구,분식,25,13,4.7,2.4
2,서대문구,분식,18,8,3.5,1.5
2,마포구,분식,75,30,9.3,3.7
2,양천구,분식,31,21,7.1,4.8
2,강서구,분식,49,20,7.1,2.9
2,구로구,분식,34,13,7,2.7
2,금천구,분식,12,8,3.4,2.3
2,영등포구,분식,37,13,5,1.7
2,동작구,분식,16,10,4.1,2.6
2,관악구,분식,32,19,5.2,3.1
2,서초구,분식,33,18,4,2.2
2,강남구,분식,95,27,7.4,2.1
2,송파구,분식,50,29,5.9,3.4
2,강동구,분식,29,18,5.2,3.3
3,종로구,분식,30,17,4.1,2.3
3,중구,분식,28,22,3.6,2.8
3,용산구,분식,28,24,5.1,4.4
3,성동구,분식,26,16,6.5,4
3,광진구,분식,20,20,3.7,3.7
3,동대문구,분식,19,15,4.1,3.3
3,중랑구,분식,30,23,7.3,5.6
3,성북구,분식,16,26,3.1,5
3,강북구,분식,20,19,5.7,5.4
3,도봉구,분식,17,22,5.4,7
3,노원구,분식,21,14,4.4,2.9
3,은평구,분식,17,26,3.2,4.9
3,서대문구,분식,33,19,6.2,3.6
3,마포구,분식,64,33,7.6,3.9
3,양천구,분식,20,22,4.6,5.1
3,강서구,분식,54,43,7.7,6.1
3,구로구,분식,17,32,3.6,6.8
3,금천구,분식,19,13,5.4,3.7
3,영등포구,분식,33,25,4.4,3.3
3,동작구,분식,25,18,6.3,4.5
3,관악구,분식,29,28,4.7,4.6
3,서초구,분식,33,20,3.9,2.4
3,강남구,분식,67,58,5.2,4.5
3,송파구,분식,42,37,4.9,4.3
3,강동구,분식,33,25,5.9,4.5
4,종로구,분식,29,10,3.8,1.3
4,중구,분식,28,22,3.6,2.8
4,용산구,분식,22,20,4,3.6
4,성동구,분식,26,16,6.3,3.9
4,광진구,분식,32,23,5.8,4.2
4,동대문구,분식,18,20,3.9,4.4
4,중랑구,분식,21,18,5.1,4.4
4,성북구,분식,21,20,4,3.8
4,강북구,분식,26,19,7.2,5.3
4,도봉구,분식,13,13,4.2,4.2
4,노원구,분식,20,20,4.2,4.2
4,은평구,분식,19,26,3.7,5
4,서대문구,분식,34,22,6.3,4
4,마포구,분식,49,35,5.7,4.1
4,양천구,분식,19,23,4.4,5.4
4,강서구,분식,40,27,5.6,3.8
4,구로구,분식,21,11,4.4,2.3
4,금천구,분식,18,14,5,3.9
4,영등포구,분식,21,34,2.8,4.6
4,동작구,분식,22,14,5.4,3.4
4,관악구,분식,30,22,4.8,3.6
4,서초구,분식,23,30,2.7,3.6
4,강남구,분식,69,41,5.3,3.1
4,송파구,분식,56,47,6.5,5.5
4,강동구,분식,23,36,4.2,6.6
1,종로구,주점,6,11,1.4,2.6
1,중구,주점,5,14,1.6,4.6
1,용산구,주점,7,8,2.2,2.5
1,성동구,주점,4,8,1.9,3.8
1,광진구,주점,5,13,1.3,3.3
1,동대문구,주점,5,6,1.8,2.1
1,중랑구,주점,7,7,2,2
1,성북구,주점,3,13,1.1,4.8
1,강북구,주점,9,13,2.8,4.1
1,도봉구,주점,3,2,1.4,1
1,노원구,주점,2,3,0.8,1.2
1,은평구,주점,6,11,1.7,3.1
1,서대문구,주점,1,12,0.4,4.2
1,마포구,주점,6,19,0.9,2.8
1,양천구,주점,2,5,0.6,1.6
1,강서구,주점,9,15,1.8,2.9
1,구로구,주점,6,16,1.5,4.1
1,금천구,주점,6,4,2.6,1.7
1,영등포구,주점,10,15,1.9,2.8
1,동작구,주점,7,8,2.7,3.1
1,관악구,주점,10,8,2.2,1.7
1,서초구,주점,2,8,0.6,2.2
1,강남구,주점,6,26,0.9,3.8
1,송파구,주점,5,11,1.1,2.5
1,강동구,주점,3,9,0.8,2.4
2,종로구,주점,5,9,1.2,2.2
2,중구,주점,3,5,1,1.7
2,용산구,주점,3,15,1,4.9
2,성동구,주점,9,6,4.2,2.8
2,광진구,주점,13,16,3.3,4
2,동대문구,주점,5,5,1.8,1.8
2,중랑구,주점,20,12,5.7,3.4
2,성북구,주점,6,10,2.2,3.7
2,강북구,주점,11,12,3.5,3.8
2,도봉구,주점,5,5,2.4,2.4
2,노원구,주점,9,6,3.6,2.4
2,은평구,주점,8,8,2.3,2.3
2,서대문구,주점,4,8,1.4,2.9
2,마포구,주점,9,27,1.4,4.2
2,양천구,주점,13,14,4.1,4.4
2,강서구,주점,17,16,3.3,3.1
2,구로구,주점,19,14,4.8,3.6
2,금천구,주점,13,4,5.4,1.7
2,영등포구,주점,18,17,3.3,3.2
2,동작구,주점,6,5,2.3,1.9
2,관악구,주점,15,12,3.2,2.6
2,서초구,주점,6,16,1.7,4.5
2,강남구,주점,11,27,1.6,4
2,송파구,주점,15,17,3.4,3.8
2,강동구,주점,10,9,2.7,2.4
3,종로구,주점,7,17,1.7,4.2
3,중구,주점,5,13,1.7,4.4
3,용산구,주점,4,11,1.3,3.7
3,성동구,주점,5,12,2.4,5.9
3,광진구,주점,8,21,2.1,5.5
3,동대문구,주점,7,9,2.5,3.2
3,중랑구,주점,17,16,4.8,4.5
3,성북구,주점,6,12,2.3,4.6
3,강북구,주점,11,17,3.5,5.5
3,도봉구,주점,7,5,3.3,2.4
3,노원구,주점,11,17,4.6,7.1
3,은평구,주점,17,18,4.9,5.2
3,서대문구,주점,8,7,2.9,2.5
3,마포구,주점,7,34,1.1,5.5
3,양천구,주점,2,20,0.7,6.6
3,강서구,주점,14,33,2.8,6.7
3,구로구,주점,18,17,4.6,4.3
3,금천구,주점,12,16,5,6.7
3,영등포구,주점,17,34,3.3,6.5
3,동작구,주점,4,17,1.6,6.9
3,관악구,주점,8,29,1.8,6.5
3,서초구,주점,7,13,2,3.7
3,강남구,주점,12,37,1.9,5.7
3,송파구,주점,24,22,5.4,4.9
3,강동구,주점,16,21,4.4,5.8
4,종로구,주점,9,22,2.3,5.6
4,중구,주점,6,8,2.1,2.7
4,용산구,주점,7,7,2.3,2.3
4,성동구,주점,5,10,2.5,5
4,광진구,주점,8,14,2.1,3.7
4,동대문구,주점,13,9,4.5,3.1
4,중랑구,주점,14,16,4,4.5
4,성북구,주점,4,5,1.5,1.9
4,강북구,주점,11,17,3.6,5.6
4,도봉구,주점,10,8,4.7,3.7
4,노원구,주점,11,12,4.6,5
4,은평구,주점,17,18,4.9,5.2
4,서대문구,주점,5,8,1.8,2.9
4,마포구,주점,13,15,2.1,2.4
4,양천구,주점,10,17,3.4,5.8
4,강서구,주점,15,29,3.1,6
4,구로구,주점,21,23,5.3,5.9
4,금천구,주점,4,6,1.7,2.5
4,영등포구,주점,21,22,4,4.2
4,동작구,주점,9,9,3.6,3.6
4,관악구,주점,14,20,3.2,4.6
4,서초구,주점,5,7,1.4,2
4,강남구,주점,18,34,2.9,5.4
4,송파구,주점,14,19,3.2,4.3
4,강동구,주점,9,9,2.5,2.5
1,종로구,커피,44,31,3.7,2.6
1,중구,커피,42,26,3.9,2.4
1,용산구,커피,37,23,4.7,2.9
1,성동구,커피,37,22,4.8,2.9
1,광진구,커피,40,29,5.3,3.9
1,동대문구,커피,34,22,5.5,3.5
1,중랑구,커피,25,16,5.3,3.4
1,성북구,커피,30,16,4.5,2.4
1,강북구,커피,34,17,7.7,3.8
1,도봉구,커피,22,19,6.3,5.4
1,노원구,커피,35,14,5.7,2.3
1,은평구,커피,37,23,5.9,3.6
1,서대문구,커피,28,13,4.6,2.2
1,마포구,커피,92,55,5.1,3.1
1,양천구,커피,33,17,6.2,3.2
1,강서구,커피,55,40,5.6,4
1,구로구,커피,39,21,6.9,3.7
1,금천구,커피,20,20,4,4
1,영등포구,커피,44,30,4,2.7
1,동작구,커피,24,24,4,4
1,관악구,커피,39,24,5.3,3.3
1,서초구,커피,59,44,4.7,3.5
1,강남구,커피,70,60,3,2.6
1,송파구,커피,59,52,4.6,4.1
1,강동구,커피,44,19,6,2.6
2,종로구,커피,58,25,4.8,2.1
2,중구,커피,55,21,5,1.9
2,용산구,커피,59,15,7.1,1.8
2,성동구,커피,52,19,6.5,2.4
2,광진구,커피,66,21,8.3,2.6
2,동대문구,커피,48,19,7.4,2.9
2,중랑구,커피,38,20,7.8,4.1
2,성북구,커피,52,13,7.3,1.8
2,강북구,커피,29,18,6.4,4
2,도봉구,커피,20,13,5.6,3.6
2,노원구,커피,38,16,6,2.5
2,은평구,커피,41,22,6.3,3.4
2,서대문구,커피,39,17,6.2,2.7
2,마포구,커피,145,69,7.8,3.7
2,양천구,커피,40,19,7.2,3.4
2,강서구,커피,86,32,8.3,3.1
2,구로구,커피,33,18,5.7,3.1
2,금천구,커피,44,23,8.5,4.4
2,영등포구,커피,65,32,5.7,2.8
2,동작구,커피,48,22,7.7,3.5
2,관악구,커피,56,30,7.4,4
2,서초구,커피,73,34,5.7,2.6
2,강남구,커피,137,48,5.7,2
2,송파구,커피,104,43,7.8,3.2
2,강동구,커피,58,19,7.6,2.5
3,종로구,커피,58,36,4.7,2.9
3,중구,커피,52,42,4.7,3.8
3,용산구,커피,43,31,5.1,3.7
3,성동구,커피,50,33,6.1,4
3,광진구,커피,63,43,7.7,5.3
3,동대문구,커피,40,36,6.1,5.5
3,중랑구,커피,38,31,7.7,6.3
3,성북구,커피,57,23,7.7,3.1
3,강북구,커피,35,18,7.4,3.8
3,도봉구,커피,31,25,8.5,6.9
3,노원구,커피,49,31,7.6,4.8
3,은평구,커피,46,42,7,6.4
3,서대문구,커피,56,22,8.5,3.3
3,마포구,커피,143,73,7.4,3.8
3,양천구,커피,33,25,5.9,4.4
3,강서구,커피,66,70,6.4,6.7
3,구로구,커피,33,18,5.5,3
3,금천구,커피,41,21,7.6,3.9
3,영등포구,커피,48,39,4.2,3.4
3,동작구,커피,35,31,5.6,5
3,관악구,커피,48,38,6.3,4.9
3,서초구,커피,69,51,5.3,3.9
3,강남구,커피,118,115,4.9,4.8
3,송파구,커피,103,67,7.5,4.9
3,강동구,커피,58,40,7.4,5.1
4,종로구,커피,66,34,5.2,2.7
4,중구,커피,41,41,3.7,3.7
4,용산구,커피,47,27,5.4,3.1
4,성동구,커피,54,34,6.4,4
4,광진구,커피,47,38,5.7,4.6
4,동대문구,커피,46,36,6.9,5.4
4,중랑구,커피,42,23,8.2,4.5
4,성북구,커피,46,32,6.1,4.2
4,강북구,커피,32,22,6.7,4.6
4,도봉구,커피,26,10,6.9,2.6
4,노원구,커피,31,25,4.7,3.8
4,은평구,커피,40,25,6,3.7
4,서대문구,커피,33,25,4.9,3.7
4,마포구,커피,115,79,5.8,4
4,양천구,커피,39,37,6.9,6.5
4,강서구,커피,63,42,5.9,4
4,구로구,커피,37,19,6,3.1
4,금천구,커피,39,33,7.2,6.1
4,영등포구,커피,59,40,5,3.4
4,동작구,커피,36,31,5.7,4.9
4,관악구,커피,51,28,6.4,3.5
4,서초구,커피,77,49,5.8,3.7
4,강남구,커피,128,65,5.2,2.6
4,송파구,커피,87,50,6.2,3.5
4,강동구,커피,40,47,5.1,6
