분기,시군구명,서비스업종,1년생존률,3년생존률,5년생존률
2,중구,치킨,76,40,20
2,용산구,치킨,64.3,50,35.7
2,성동구,치킨,64.5,29,22.6
2,광진구,치킨,76.7,48.8,27.9
2,동대문구,치킨,77.2,50.9,43.9
2,중랑구,치킨,47.9,31.3,27.1
2,성북구,치킨,60.5,39.5,27.9
2,강북구,치킨,65,40,32.5
2,도봉구,치킨,75,46.9,37.5
2,노원구,치킨,62.5,30.4,19.6
2,은평구,치킨,78,54.2,37.3
2,서대문구,치킨,65.6,34.4,25
2,마포구,치킨,78.4,39.2,27.5
2,양천구,치킨,71.8,48.7,30.8
2,강서구,치킨,67.2,29.7,17.2
2,구로구,치킨,61.8,43.6,29.1
2,금천구,치킨,67.7,38.7,22.6
2,영등포구,치킨,75,46.9,31.3
2,동작구,치킨,77.8,42.6,33.3
2,관악구,치킨,68.1,37.7,26.1
2,서초구,치킨,70.7,46.3,26.8
2,강남구,치킨,67.7,35.4,26.2
2,송파구,치킨,67.4,33.7,25.8
2,강동구,치킨,79.1,37.2,23.3
3,종로구,치킨,70.6,47.1,29.4
3,중구,치킨,76,40,20
3,용산구,치킨,64.3,50,35.7
3,성동구,치킨,64.5,29,22.6
3,광진구,치킨,76.7,48.8,27.9
3,동대문구,치킨,77.2,50.9,43.9
3,중랑구,치킨,47.9,31.3,27.1
3,성북구,치킨,60.5,39.5,27.9
3,강북구,치킨,65,40,32.5
3,도봉구,치킨,75,46.9,37.5
3,노원구,치킨,62.5,30.4,19.6
3,은평구,치킨,78,54.2,37.3
3,서대문구,치킨,65.6,34.4,25
3,마포구,치킨,78.4,39.2,27.5
3,양천구,치킨,71.8,48.7,30.8
3,강서구,치킨,67.2,29.7,17.2
3,구로구,치킨,61.8,43.6,29.1
3,금천구,치킨,67.7,38.7,22.6
3,영등포구,치킨,75,46.9,31.3
3,동작구,치킨,77.8,42.6,33.3
3,관악구,치킨,68.1,37.7,26.1
3,서초구,치킨,70.7,46.3,26.8
3,강남구,치킨,67.7,35.4,26.2
3,송파구,치킨,67.4,33.7,25.8
3,강동구,치킨,79.1,37.2,23.3
4,종로구,치킨,70.6,47.1,29.4
4,중구,치킨,76,40,20
4,용산구,치킨,64.3,50,35.7
4,성동구,치킨,64.5,29,22.6
4,광진구,치킨,76.7,48.8,27.9
4,동대문구,치킨,77.2,50.9,43.9
4,중랑구,치킨,47.9,31.3,27.1
4,성북구,치킨,60.5,39.5,27.9
4,강북구,치킨,65,40,32.5
4,도봉구,치킨,75,46.9,37.5
4,노원구,치킨,62.5,30.4,19.6
4,은평구,치킨,78,54.2,37.3
4,서대문구,치킨,65.6,34.4,25
4,마포구,치킨,78.4,39.2,27.5
4,양천구,치킨,71.8,48.7,30.8
4,강서구,치킨,67.2,29.7,17.2
4,구로구,치킨,61.8,43.6,29.1
4,금천구,치킨,67.7,38.7,22.6
4,영등포구,치킨,75,46.9,31.3
4,동작구,치킨,77.8,42.6,33.3
4,관악구,치킨,68.1,37.7,26.1
4,서초구,치킨,70.7,46.3,26.8
4,강남구,치킨,67.7,35.4,26.2
4,송파구,치킨,67.4,33.7,25.8
4,강동구,치킨,79.1,37.2,23.3
1,종로구,분식,69.4,42.3,36.9
1,중구,분식,64.8,47.7,32.8
1,용산구,분식,70,46.3,35
1,성동구,분식,67,37.4,27.5
1,광진구,분식,68,38.8,28.2
1,동대문구,분식,67.4,34.8,24.7
1,중랑구,분식,51.2,36,29.1
1,성북구,분식,64,46,34
1,강북구,분식,57.4,41.5,36.2
1,도봉구,분식,67.8,37.3,22
1,노원구,분식,67.9,45,34.9
1,은평구,분식,57.7,38,30.7
1,서대문구,분식,57.6,29.3,21.7
1,마포구,분식,63.7,34.2,24.9
1,양천구,분식,64,41.9,30.2
1,강서구,분식,70.8,44.6,31
1,구로구,분식,67.9,39.5,27.2
1,금천구,분식,62.7,45.8,37.3
1,영등포구,분식,68.5,44.4,34.7
1,동작구,분식,62.2,35.1,26.1
1,관악구,분식,51.2,32.3,22.8
1,서초구,분식,74.1,47.4,35.6
1,강남구,분식,55.8,33.9,25.4
1,송파구,분식,65.3,39.8,29.5
1,강동구,분식,66.2,39.2,29.2
2,종로구,분식,69.4,42.3,36.9
2,중구,분식,64.8,47.7,32.8
2,용산구,분식,70,46.3,35
2,성동구,분식,67,37.4,27.5
2,광진구,분식,68,38.8,28.2
2,동대문구,분식,67.4,34.8,24.7
2,중랑구,분식,51.2,36,29.1
2,성북구,분식,64,46,34
2,강북구,분식,57.4,41.5,36.2
2,도봉구,분식,67.8,37.3,22
2,노원구,분식,67.9,45,34.9
2,은평구,분식,57.7,38,30.7
2,서대문구,분식,57.6,29.3,21.7
2,마포구,분식,63.7,34.2,24.9
2,양천구,분식,64,41.9,30.2
2,강서구,분식,70.8,44.6,31
2,구로구,분식,67.9,39.5,27.2
2,금천구,분식,62.7,45.8,37.3
2,영등포구,분식,68.5,44.4,34.7
2,동작구,분식,62.2,35.1,26.1
2,관악구,분식,51.2,32.3,22.8
2,서초구,분식,74.1,47.4,35.6
2,강남구,분식,55.8,33.9,25.4
2,송파구,분식,65.3,39.8,29.5
2,강동구,분식,66.2,39.2,29.2
3,종로구,분식,69.4,42.3,36.9
3,중구,분식,64.8,47.7,32.8
3,용산구,분식,70,46.3,35
3,성동구,분식,67,37.4,27.5
3,광진구,분식,68,38.8,28.2
3,동대문구,분식,67.4,34.8,24.7
3,중랑구,분식,51.2,36,29.1
3,성북구,분식,64,46,34
3,강북구,분식,57.4,41.5,36.2
3,도봉구,분식,67.8,37.3,22
3,노원구,분식,67.9,45,34.9
3,은평구,분식,57.7,38,30.7
3,서대문구,분식,57.6,29.3,21.7
3,마포구,분식,63.7,34.2,24.9
3,양천구,분식,64,41.9,30.2
3,강서구,분식,70.8,44.6,31
3,구로구,분식,67.9,39.5,27.2
3,금천구,분식,62.7,45.8,37.3
3,영등포구,분식,68.5,44.4,34.7
3,동작구,분식,62.2,35.1,26.1
3,관악구,분식,51.2,32.3,22.8
3,서초구,분식,74.1,47.4,35.6
3,강남구,분식,55.8,33.9,25.4
3,송파구,분식,65.3,39.8,29.5
3,강동구,분식,66.2,39.2,29.2
4,종로구,분식,69.4,42.3,36.9
4,중구,분식,64.8,47.7,32.8
4,용산구,분식,70,46.3,35
4,성동구,분식,67,37.4,27.5
4,광진구,분식,68,38.8,28.2
4,동대문구,분식,67.4,34.8,24.7
4,중랑구,분식,51.2,36,29.1
4,성북구,분식,64,46,34
4,강북구,분식,57.4,41.5,36.2
4,도봉구,분식,67.8,37.3,22
4,노원구,분식,67.9,45,34.9
4,은평구,분식,57.7,38,30.7
4,서대문구,분식,57.6,29.3,21.7
4,마포구,분식,63.7,34.2,24.9
4,양천구,분식,64,41.9,30.2
4,강서구,분식,70.8,44.6,31
4,구로구,분식,67.9,39.5,27.2
4,금천구,분식,62.7,45.8,37.3
4,영등포구,분식,68.5,44.4,34.7
4,동작구,분식,62.2,35.1,26.1
4,관악구,분식,51.2,32.3,22.8
4,서초구,분식,74.1,47.4,35.6
4,강남구,분식,55.8,33.9,25.4
4,송파구,분식,65.3,39.8,29.5
4,강동구,분식,66.2,39.2,29.2
1,종로구,주점,71.1,40.5,32.2
1,중구,주점,77.8,46,31.7
1,용산구,주점,76,38.5,21.9
1,성동구,주점,65.6,39.3,26.2
1,광진구,주점,68.1,35.4,22.9
1,동대문구,주점,71,28,17.2
1,중랑구,주점,62.7,31,19.8
1,성북구,주점,70.1,35.5,17.8
1,강북구,주점,61.4,28.3,19.3
1,도봉구,주점,68.9,31.1,19.7
1,노원구,주점,65.5,32.2,20.7
1,은평구,주점,65.4,23.1,14.6
1,서대문구,주점,65.3,34.7,16.8
1,마포구,주점,70.4,35,21.9
1,양천구,주점,63.9,31.5,23.1
1,강서구,주점,71.6,33,20.1
1,구로구,주점,62.7,31.7,19
1,금천구,주점,64.3,28.6,16.7
1,영등포구,주점,67.1,35.5,20.6
1,동작구,주점,71.8,33.3,20.5
1,관악구,주점,64.1,28.2,17.9
1,서초구,주점,72.3,33,23.4
1,강남구,주점,63.6,32.4,20.4
1,송파구,주점,68.5,37,20.6
1,강동구,주점,62.9,26.6,14
2,종로구,주점,71.1,40.5,32.2
2,중구,주점,77.8,46,31.7
2,용산구,주점,76,38.5,21.9
2,성동구,주점,65.6,39.3,26.2
2,광진구,주점,68.1,35.4,22.9
2,동대문구,주점,71,28,17.2
2,중랑구,주점,62.7,31,19.8
2,성북구,주점,70.1,35.5,17.8
2,강북구,주점,61.4,28.3,19.3
2,도봉구,주점,68.9,31.1,19.7
2,노원구,주점,65.5,32.2,20.7
2,은평구,주점,65.4,23.1,14.6
2,서대문구,주점,65.3,34.7,16.8
2,마포구,주점,70.4,35,21.9
2,양천구,주점,63.9,31.5,23.1
2,강서구,주점,71.6,33,20.1
2,구로구,주점,62.7,31.7,19
2,금천구,주점,64.3,28.6,16.7
2,영등포구,주점,67.1,35.5,20.6
2,동작구,주점,71.8,33.3,20.5
2,관악구,주점,64.1,28.2,17.9
2,서초구,주점,72.3,33,23.4
2,강남구,주점,63.6,32.4,20.4
2,송파구,주점,68.5,37,20.6
2,강동구,주점,62.9,26.6,14
3,종로구,주점,71.1,40.5,32.2
3,중구,주점,77.8,46,31.7
3,용산구,주점,76,38.5,21.9
3,성동구,주점,65.6,39.3,26.2
3,광진구,주점,68.1,35.4,22.9
3,동대문구,주점,71,28,17.2
3,중랑구,주점,62.7,31,19.8
3,성북구,주점,70.1,35.5,17.8
3,강북구,주점,61.4,28.3,19.3
3,도봉구,주점,68.9,31.1,19.7
3,노원구,주점,65.5,32.2,20.7
3,은평구,주점,65.4,23.1,14.6
3,서대문구,주점,65.3,34.7,16.8
3,마포구,주점,70.4,35,21.9
3,양천구,주점,63.9,31.5,23.1
3,강서구,주점,71.6,33,20.1
3,구로구,주점,62.7,31.7,19
3,금천구,주점,64.3,28.6,16.7
3,영등포구,주점,67.1,35.5,20.6
3,동작구,주점,71.8,33.3,20.5
3,관악구,주점,64.1,28.2,17.9
3,서초구,주점,72.3,33,23.4
3,강남구,주점,63.6,32.4,20.4
3,송파구,주점,68.5,37,20.6
3,강동구,주점,62.9,26.6,14
4,종로구,주점,71.1,40.5,32.2
4,중구,주점,77.8,46,31.7
4,용산구,주점,76,38.5,21.9
4,성동구,주점,65.6,39.3,26.2
4,광진구,주점,68.1,35.4,22.9
4,동대문구,주점,71,28,17.2
4,중랑구,주점,62.7,31,19.8
4,성북구,주점,70.1,35.5,17.8
4,강북구,주점,61.4,28.3,19.3
4,도봉구,주점,68.9,31.1,19.7
4,노원구,주점,65.5,32.2,20.7
4,은평구,주점,65.4,23.1,14.6
4,서대문구,주점,65.3,34.7,16.8
4,마포구,주점,70.4,35,21.9
4,양천구,주점,63.9,31.5,23.1
4,강서구,주점,71.6,33,20.1
4,구로구,주점,62.7,31.7,19
4,금천구,주점,64.3,28.6,16.7
4,영등포구,주점,67.1,35.5,20.6
4,동작구,주점,71.8,33.3,20.5
4,관악구,주점,64.1,28.2,17.9
4,서초구,주점,72.3,33,23.4
4,강남구,주점,63.6,32.4,20.4
4,송파구,주점,68.5,37,20.6
4,강동구,주점,62.9,26.6,14
1,종로구,커피,68.3,45.7,35.6
1,중구,커피,75.2,51,37.9
1,용산구,커피,76.3,53,39.4
1,성동구,커피,75.2,50.3,38.6
1,광진구,커피,69.5,45.4,30.5
1,동대문구,커피,66.7,48.1,37.2
1,중랑구,커피,75.8,47.3,31.9
1,성북구,커피,69.2,45.8,33.3
1,강북구,커피,64.2,36.7,23.9
1,도봉구,커피,78.1,47.9,32.9
1,노원구,커피,69.4,41.9,21.8
1,은평구,커피,73.6,43.4,27.1
1,서대문구,커피,65,39,29.3
1,마포구,커피,70.1,40.9,28.4
1,양천구,커피,72.6,56,34.5
1,강서구,커피,77.4,47.3,28.9
1,구로구,커피,70,44.6,35.4
1,금천구,커피,76,47.9,31.3
1,영등포구,커피,78.2,50.9,37
1,동작구,커피,83.1,48.5,31.5
1,관악구,커피,70.1,42.9,29.4
1,서초구,커피,73.3,49,37.9
1,강남구,커피,70.1,40.5,30.3
1,송파구,커피,73.4,47.5,34.2
1,강동구,커피,76.7,43.6,33.1
2,종로구,커피,68.3,45.7,35.6
2,중구,커피,75.2,51,37.9
2,용산구,커피,76.3,53,39.4
2,성동구,커피,75.2,50.3,38.6
2,광진구,커피,69.5,45.4,30.5
2,동대문구,커피,66.7,48.1,37.2
2,중랑구,커피,75.8,47.3,31.9
2,성북구,커피,69.2,45.8,33.3
2,강북구,커피,64.2,36.7,23.9
2,도봉구,커피,78.1,47.9,32.9
2,노원구,커피,69.4,41.9,21.8
2,은평구,커피,73.6,43.4,27.1
2,서대문구,커피,65,39,29.3
2,마포구,커피,70.1,40.9,28.4
2,양천구,커피,72.6,56,34.5
2,강서구,커피,77.4,47.3,28.9
2,구로구,커피,70,44.6,35.4
2,금천구,커피,76,47.9,31.3
2,영등포구,커피,78.2,50.9,37
2,동작구,커피,83.1,48.5,31.5
2,관악구,커피,70.1,42.9,29.4
2,서초구,커피,73.3,49,37.9
2,강남구,커피,70.1,40.5,30.3
2,송파구,커피,73.4,47.5,34.2
2,강동구,커피,76.7,43.6,33.1
3,종로구,커피,68.3,45.7,35.6
3,중구,커피,75.2,51,37.9
3,용산구,커피,76.3,53,39.4
3,성동구,커피,75.2,50.3,38.6
3,광진구,커피,69.5,45.4,30.5
3,동대문구,커피,66.7,48.1,37.2
3,중랑구,커피,75.8,47.3,31.9
3,성북구,커피,69.2,45.8,33.3
3,강북구,커피,64.2,36.7,23.9
3,도봉구,커피,78.1,47.9,32.9
3,노원구,커피,69.4,41.9,21.8
3,은평구,커피,73.6,43.4,27.1
3,서대문구,커피,65,39,29.3
3,마포구,커피,70.1,40.9,28.4
3,양천구,커피,72.6,56,34.5
3,강서구,커피,77.4,47.3,28.9
3,구로구,커피,70,44.6,35.4
3,금천구,커피,76,47.9,31.3
3,영등포구,커피,78.2,50.9,37
3,동작구,커피,83.1,48.5,31.5
3,관악구,커피,70.1,42.9,29.4
3,서초구,커피,73.3,49,37.9
3,강남구,커피,70.1,40.5,30.3
3,송파구,커피,73.4,47.5,34.2
3,강동구,커피,76.7,43.6,33.1
4,종로구,커피,68.3,45.7,35.6
4,중구,커피,75.2,51,37.9
4,용산구,커피,76.3,53,39.4
4,성동구,커피,75.2,50.3,38.6
4,광진구,커피,69.5,45.4,30.5
4,동대문구,커피,66.7,48.1,37.2
4,중랑구,커피,75.8,47.3,31.9
4,성북구,커피,69.2,45.8,33.3
4,강북구,커피,64.2,36.7,23.9
4,도봉구,커피,78.1,47.9,32.9
4,노원구,커피,69.4,41.9,21.8
4,은평구,커피,73.6,43.4,27.1
4,서대문구,커피,65,39,29.3
4,마포구,커피,70.1,40.9,28.4
4,양천구,커피,72.6,56,34.5
4,강서구,커피,77.4,47.3,28.9
4,구로구,커피,70,44.6,35.4
4,금천구,커피,76,47.9,31.3
4,영등포구,커피,78.2,50.9,37
4,동작구,커피,83.1,48.5,31.5
4,관악구,커피,70.1,42.9,29.4
4,서초구,커피,73.3,49,37.9
4,강남구,커피,70.1,40.5,30.3
4,송파구,커피,73.4,47.5,34.2
4,강동구,커피,76.7,43.6,33.1
