,분기,시군구명,서비스업종코드,서비스업종,매출등급,매출등급01,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,1년생존률(신),3년생존률(신),5년생존률(신),최근10년영업기간,최근30년영업기간
374,2,중랑구,CS100005,제과제빵,2.5982142857142856,0,6,7,4.2,4.9,52.2,34.8,21.7,77.4,42.9,23.1,2.4년,4.4년
375,2,강남구,CS100006,패스트푸드,3.3496503496503496,2,16,12,2.6,1.9,71.6,48.4,32.6,79.0,55.3,37.4,2.9년,4.4년
376,2,강동구,CS100006,패스트푸드,2.815286624203821,1,13,8,5.1,3.1,81.8,51.5,27.3,76.3,45.5,36.8,2.7년,4.2년
377,2,강북구,CS100006,패스트푸드,2.656565656565657,0,2,7,1.3,4.6,88.5,65.4,46.2,78.1,57.1,33.3,2.7년,4.4년
378,2,강서구,CS100006,패스트푸드,2.889952153110048,1,12,6,3.8,1.9,71.7,52.2,41.3,88.0,51.7,31.9,2.5년,4.1년
379,2,관악구,CS100006,패스트푸드,2.8983050847457625,1,9,8,3.5,3.1,68.8,35.4,22.9,72.9,45.8,32.7,2.6년,4.1년
380,2,광진구,CS100006,패스트푸드,3.0073529411764706,1,7,12,3.2,5.4,73.8,45.2,31.0,78.4,60.0,40.6,2.8년,4.6년
381,2,구로구,CS100006,패스트푸드,2.8461538461538463,1,8,5,4.0,2.5,79.3,58.6,37.9,93.8,55.2,30.4,2.8년,4.4년
382,2,금천구,CS100006,패스트푸드,2.913978494623656,1,4,2,3.0,1.5,81.3,56.3,43.8,78.8,56.0,60.0,2.7년,4년
383,2,노원구,CS100006,패스트푸드,2.8074534161490683,1,8,6,3.2,2.4,77.5,55.0,32.5,88.7,39.6,30.2,2.7년,4.7년
384,2,도봉구,CS100006,패스트푸드,2.929411764705882,1,2,6,1.8,5.4,81.8,72.7,63.6,79.2,77.8,43.8,3년,4.5년
385,2,동대문구,CS100006,패스트푸드,2.6115702479338845,0,3,4,1.4,1.8,84.4,50.0,43.8,81.1,55.0,40.0,2.9년,4.4년
386,2,동작구,CS100006,패스트푸드,3.036764705882353,1,7,4,3.2,1.8,73.3,46.7,36.7,90.9,54.3,30.8,2.8년,4.4년
387,2,마포구,CS100006,패스트푸드,3.069651741293532,1,11,16,2.8,4.1,74.7,44.6,36.1,85.7,46.3,31.6,2.8년,4.1년
388,2,서대문구,CS100006,패스트푸드,2.898550724637681,1,8,6,3.3,2.5,75.0,40.6,31.3,90.0,57.6,38.9,2.8년,4.7년
389,2,서초구,CS100006,패스트푸드,3.3493150684931505,2,6,7,2.1,2.4,73.5,52.9,47.1,81.4,67.6,34.1,3년,4.5년
390,2,성동구,CS100006,패스트푸드,3.3706896551724137,2,5,6,2.5,3.0,73.7,47.4,28.9,81.3,42.1,37.5,2.7년,3.8년
391,2,성북구,CS100006,패스트푸드,2.835616438356164,1,4,8,1.7,3.4,83.3,50.0,26.7,82.1,62.5,39.3,3년,4.7년
392,2,송파구,CS100006,패스트푸드,2.8565573770491803,1,18,15,4.1,3.4,72.2,45.6,32.9,86.7,60.6,33.8,2.6년,4.1년
393,2,양천구,CS100006,패스트푸드,3.007575757575758,1,5,8,2.5,4.1,78.1,50.0,31.3,79.2,42.4,19.4,2.5년,4.2년
394,2,영등포구,CS100006,패스트푸드,3.2026143790849675,2,9,5,3.3,1.8,75.0,55.0,47.5,82.5,57.1,35.4,3년,4.5년
395,2,용산구,CS100006,패스트푸드,3.3069306930693068,2,4,3,1.8,1.3,83.8,51.4,43.2,86.8,64.7,42.5,3.1년,4.6년
396,2,은평구,CS100006,패스트푸드,2.7251908396946565,1,8,8,3.7,3.7,69.0,42.9,33.3,78.0,51.7,35.7,2.6년,4.3년
397,2,종로구,CS100006,패스트푸드,3.457943925233645,2,3,5,1.1,1.9,76.6,61.7,55.3,83.3,63.0,55.8,3.4년,4.9년
398,2,중구,CS100006,패스트푸드,3.4380952380952383,2,3,3,1.3,1.3,78.4,43.2,35.1,87.5,47.5,42.4,3.2년,4.7년
399,2,중랑구,CS100006,패스트푸드,2.580357142857143,0,3,4,1.8,2.4,83.3,50.0,29.2,76.9,59.4,41.9,2.6년,4.1년
400,2,강남구,CS100007,치킨,3.796875,2,9,11,2.6,3.2,67.7,35.4,26.2,70.3,53.4,25.4,2.7년,4.7년
401,2,강동구,CS100007,치킨,2.737142857142857,1,14,11,4.6,3.6,79.1,37.2,23.3,77.6,46.7,32.0,2.4년,4.1년
402,2,강북구,CS100007,치킨,2.722627737226277,1,10,12,4.8,5.8,65.0,40.0,32.5,59.5,42.9,31.8,2.4년,4.1년
403,2,강서구,CS100007,치킨,2.8577777777777778,1,14,15,4.2,4.5,67.2,29.7,17.2,65.4,50.8,18.5,2.5년,4.1년
404,2,관악구,CS100007,치킨,2.763636363636364,1,9,11,3.3,4.0,68.1,37.7,26.1,62.3,26.3,22.0,2.6년,4년
405,2,광진구,CS100007,치킨,2.827586206896552,1,9,10,3.9,4.3,76.7,48.8,27.9,85.7,52.9,27.3,2.5년,4.3년
406,2,구로구,CS100007,치킨,2.8757062146892656,1,14,7,5.0,2.5,61.8,43.6,29.1,80.4,46.2,32.7,2.6년,4.3년
407,2,금천구,CS100007,치킨,2.858407079646017,1,8,12,4.7,7.0,67.7,38.7,22.6,78.8,51.4,17.6,2.7년,4.6년
408,2,노원구,CS100007,치킨,2.952380952380953,1,12,9,4.0,3.0,62.5,30.4,19.6,79.3,46.6,20.7,2.5년,4.2년
409,2,도봉구,CS100007,치킨,2.853846153846154,1,8,6,3.9,2.9,75.0,46.9,37.5,70.6,46.9,22.0,2.6년,4.1년
410,2,동대문구,CS100007,치킨,2.6405228758169934,0,6,12,2.5,4.9,77.2,50.9,43.9,61.2,34.0,34.0,2.5년,4.2년
411,2,동작구,CS100007,치킨,2.986577181208053,1,11,10,4.7,4.3,77.8,42.6,33.3,65.3,42.0,31.6,2.7년,4.4년
412,2,마포구,CS100007,치킨,3.18232044198895,2,4,7,1.5,2.7,78.4,39.2,27.5,84.6,42.3,27.1,2.7년,4.4년
413,2,서대문구,CS100007,치킨,2.755905511811024,1,11,7,5.6,3.5,65.6,34.4,25.0,76.5,35.7,20.7,2.5년,4.6년
414,2,서초구,CS100007,치킨,3.676470588235294,2,3,5,1.3,2.2,70.7,46.3,26.8,75.0,54.8,23.4,2.8년,4.8년
415,2,성동구,CS100007,치킨,3.225,2,6,5,3.2,2.7,64.5,29.0,22.6,83.9,40.5,14.3,2.6년,4.6년
416,2,성북구,CS100007,치킨,2.75,1,4,10,1.7,4.3,60.5,39.5,27.9,71.4,36.0,26.5,2.6년,4.5년
417,2,송파구,CS100007,치킨,3.091743119266055,1,8,12,2.2,3.3,67.4,33.7,25.8,79.1,46.1,30.9,2.5년,4.4년
418,2,양천구,CS100007,치킨,2.892405063291139,1,10,12,4.3,5.2,71.8,48.7,30.8,63.0,36.5,31.8,2.3년,4.3년
419,2,영등포구,CS100007,치킨,3.117283950617284,1,4,8,1.5,3.0,75.0,46.9,31.3,69.3,41.7,26.7,2.6년,4.7년
420,2,용산구,CS100007,치킨,3.3373493975903616,2,5,5,3.7,3.7,64.3,50.0,35.7,96.2,43.5,20.0,2.7년,5년
421,2,은평구,CS100007,치킨,2.739884393063584,1,9,13,3.4,4.9,78.0,54.2,37.3,68.8,24.3,30.6,2.3년,4.1년
422,2,종로구,CS100007,치킨,3.5242718446601944,2,5,4,3.8,3.0,70.6,47.1,29.4,85.0,54.2,25.0,2.7년,5.5년
423,2,중구,CS100007,치킨,3.694736842105263,2,1,6,0.7,4.3,76.0,40.0,20.0,83.3,43.8,26.7,3년,5.8년
424,2,중랑구,CS100007,치킨,2.652173913043478,0,10,5,4.0,2.0,47.9,31.3,27.1,80.3,37.1,21.7,2.2년,3.9년
425,2,강남구,CS100008,분식,3.5469985358711567,2,95,27,7.4,2.1,55.8,33.9,25.4,59.9,38.2,23.5,2.2년,3.6년
426,2,강동구,CS100008,분식,2.7012987012987013,0,29,18,5.2,3.3,66.2,39.2,29.2,69.6,47.2,29.2,2.5년,3.5년
427,2,강북구,CS100008,분식,2.5316455696202533,0,19,12,5.4,3.4,57.4,41.5,36.2,62.9,42.2,28.4,2.3년,3.6년
428,2,강서구,CS100008,분식,3.031920460491889,1,49,20,7.1,2.9,70.8,44.6,31.0,67.1,40.8,33.3,2.3년,3.6년
429,2,관악구,CS100008,분식,2.8157596371882088,1,32,19,5.2,3.1,51.2,32.3,22.8,64.8,41.9,23.2,2.3년,3.8년
430,2,광진구,CS100008,분식,2.86277001270648,1,37,9,6.8,1.7,68.0,38.8,28.2,64.3,46.4,32.2,2.3년,3.9년
431,2,구로구,CS100008,분식,2.752329192546584,1,34,13,7.0,2.7,67.9,39.5,27.2,79.5,43.6,24.4,2.4년,3.9년
432,2,금천구,CS100008,분식,2.7783452502553625,1,12,8,3.4,2.3,62.7,45.8,37.3,71.9,55.4,20.8,2.5년,3.7년
433,2,노원구,CS100008,분식,2.784651527016445,1,18,17,3.8,3.6,67.9,45.0,34.9,58.5,52.1,29.1,2.5년,3.9년
434,2,도봉구,CS100008,분식,2.604651162790698,0,18,10,5.7,3.1,67.8,37.3,22.0,74.6,50.0,27.6,2.4년,3.8년
435,2,동대문구,CS100008,분식,2.595712098009189,0,23,12,5.0,2.6,67.4,34.8,24.7,71.9,40.7,21.4,2.6년,4년
436,2,동작구,CS100008,분식,2.9836629406706794,1,16,10,4.1,2.6,62.2,35.1,26.1,65.0,27.0,23.7,2.5년,3.9년
437,2,마포구,CS100008,분식,3.158576051779935,2,75,30,9.3,3.7,63.7,34.2,24.9,62.2,32.9,23.5,2.2년,3.5년
438,2,서대문구,CS100008,분식,2.8794178794178795,1,18,8,3.5,1.5,57.6,29.3,21.7,82.2,51.9,34.3,2.5년,4년
439,2,서초구,CS100008,분식,3.385321100917431,2,33,18,4.0,2.2,74.1,47.4,35.6,70.2,51.9,34.2,2.7년,4.1년
440,2,성동구,CS100008,분식,3.176470588235294,2,27,17,6.9,4.3,67.0,37.4,27.5,71.0,41.3,20.2,2.4년,4년
441,2,성북구,CS100008,분식,2.683467741935484,0,22,12,4.1,2.3,64.0,46.0,34.0,71.3,48.9,30.0,2.7년,3.9년
442,2,송파구,CS100008,분식,2.99384236453202,1,50,29,5.9,3.4,65.3,39.8,29.5,64.0,48.7,27.3,2.3년,3.6년
443,2,양천구,CS100008,분식,2.7552,1,31,21,7.1,4.8,64.0,41.9,30.2,64.9,40.5,23.2,2.4년,3.8년
444,2,영등포구,CS100008,분식,3.129345603271984,1,37,13,5.0,1.7,68.5,44.4,34.7,68.4,51.0,29.9,2.5년,3.8년
445,2,용산구,CS100008,분식,3.345328719723184,2,30,15,5.5,2.7,70.0,46.3,35.0,76.6,39.1,33.0,2.4년,4년
446,2,은평구,CS100008,분식,2.6566347469220246,0,25,13,4.7,2.4,57.7,38.0,30.7,71.0,37.9,29.3,2.4년,3.7년
447,2,종로구,CS100008,분식,3.2434210526315788,2,30,17,4.2,2.4,69.4,42.3,36.9,77.5,51.5,23.0,2.6년,4.5년
448,2,중구,CS100008,분식,3.3806333739342267,2,16,12,2.1,1.6,64.8,47.7,32.8,68.7,45.3,31.5,2.6년,4.4년
449,2,중랑구,CS100008,분식,2.5235772357723576,0,24,11,6.0,2.7,51.2,36.0,29.1,71.6,40.5,21.3,2.4년,3.8년
450,2,강남구,CS100009,주점,4.048034934497816,2,11,27,1.6,4.0,63.6,32.4,20.4,87.3,37.2,20.9,2.7년,4.3년
451,2,강동구,CS100009,주점,2.8652482269503547,1,10,9,2.7,2.4,62.9,26.6,14.0,70.8,28.7,28.2,2.6년,4.2년
452,2,강북구,CS100009,주점,2.8034188034188032,1,11,12,3.5,3.8,61.4,28.3,19.3,71.1,32.8,22.7,2.4년,4년
453,2,강서구,CS100009,주점,3.057416267942584,1,17,16,3.3,3.1,71.6,33.0,20.1,78.1,42.6,20.5,2.7년,4.3년
454,2,관악구,CS100009,주점,3.0108108108108107,1,15,12,3.2,2.6,64.1,28.2,17.9,94.4,37.3,20.5,2.5년,4.2년
455,2,광진구,CS100009,주점,2.7384615384615385,1,13,16,3.3,4.0,68.1,35.4,22.9,87.5,41.6,21.1,2.8년,4.2년
456,2,구로구,CS100009,주점,2.4133333333333336,0,19,14,4.8,3.6,62.7,31.7,19.0,73.8,24.3,20.3,2.4년,4년
457,2,금천구,CS100009,주점,2.7790697674418605,1,13,4,5.4,1.7,64.3,28.6,16.7,72.4,43.1,17.3,2.5년,4년
458,2,노원구,CS100009,주점,2.8666666666666667,1,9,6,3.6,2.4,65.5,32.2,20.7,76.2,41.9,28.7,2.9년,4.4년
459,2,도봉구,CS100009,주점,2.30188679245283,0,5,5,2.4,2.4,68.9,31.1,19.7,84.0,44.4,20.7,2.8년,4.2년
460,2,동대문구,CS100009,주점,2.877551020408163,1,5,5,1.8,1.8,71.0,28.0,17.2,80.0,27.8,17.9,2.6년,4.6년
461,2,동작구,CS100009,주점,2.897058823529412,1,6,5,2.3,1.9,71.8,33.3,20.5,90.5,43.9,18.2,3년,4.7년
462,2,마포구,CS100009,주점,3.138888888888889,1,9,27,1.4,4.2,70.4,35.0,21.9,81.9,33.5,23.2,3년,4.5년
463,2,서대문구,CS100009,주점,2.980769230769231,1,4,8,1.4,2.9,65.3,34.7,16.8,79.2,38.8,21.6,2.9년,4.6년
464,2,서초구,CS100009,주점,3.2873563218390807,2,6,16,1.7,4.5,72.3,33.0,23.4,85.7,38.4,19.4,2.9년,4.9년
465,2,성동구,CS100009,주점,2.92,1,9,6,4.2,2.8,65.6,39.3,26.2,82.1,37.9,35.9,2.8년,4.5년
466,2,성북구,CS100009,주점,2.8,1,6,10,2.2,3.7,70.1,35.5,17.8,79.4,47.5,14.4,2.9년,4.4년
467,2,송파구,CS100009,주점,2.966216216216216,1,15,17,3.4,3.8,68.5,37.0,20.6,67.2,47.7,20.4,2.7년,4.4년
468,2,양천구,CS100009,주점,2.619047619047619,0,13,14,4.1,4.4,63.9,31.5,23.1,79.1,36.8,17.9,2.7년,4.1년
469,2,영등포구,CS100009,주점,3.021390374331551,1,18,17,3.3,3.2,67.1,35.5,20.6,67.1,44.2,24.2,2.6년,4.3년
470,2,용산구,CS100009,주점,3.236111111111111,2,3,15,1.0,4.9,76.0,38.5,21.9,84.2,40.7,26.6,3년,4.8년
471,2,은평구,CS100009,주점,2.766871165644172,1,8,8,2.3,2.3,65.4,23.1,14.6,82.9,37.6,17.8,2.6년,4.4년
472,2,종로구,CS100009,주점,3.182741116751269,2,5,9,1.2,2.2,71.1,40.5,32.2,88.0,46.4,28.0,3.3년,5.2년
473,2,중구,CS100009,주점,2.7277486910994764,1,3,5,1.0,1.7,77.8,46.0,31.7,87.2,52.1,28.3,3년,5.1년
474,2,중랑구,CS100009,주점,2.691489361702128,0,20,12,5.7,3.4,62.7,31.0,19.8,64.4,35.3,16.2,2.4년,4년
475,2,강남구,CS100010,커피,3.390202702702702,2,137,48,5.7,2.0,70.1,40.5,30.3,77.6,52.6,33.0,2.8년,3.7년
476,2,강동구,CS100010,커피,2.803468208092485,1,58,19,7.6,2.5,76.7,43.6,33.1,81.7,52.3,30.2,2.6년,3.3년
477,2,강북구,CS100010,커피,2.6301369863013697,0,29,18,6.4,4.0,64.2,36.7,23.9,80.4,47.5,19.1,2.5년,3.2년
478,2,강서구,CS100010,커피,2.927710843373494,1,86,32,8.3,3.1,77.4,47.3,28.9,77.0,52.5,32.9,2.5년,3년
479,2,관악구,CS100010,커피,2.901554404145078,1,56,30,7.4,4.0,70.1,42.9,29.4,79.4,44.8,33.3,2.5년,3.2년
480,2,광진구,CS100010,커피,2.715736040609137,1,66,21,8.3,2.6,69.5,45.4,30.5,79.6,50.3,33.3,2.6년,3.5년
481,2,구로구,CS100010,커피,2.9285714285714284,1,33,18,5.7,3.1,70.0,44.6,35.4,83.1,52.4,35.9,2.6년,3.3년
482,2,금천구,CS100010,커피,2.7717391304347827,1,44,23,8.5,4.4,76.0,47.9,31.3,78.9,42.9,28.1,2.5년,3.2년
483,2,노원구,CS100010,커피,2.953216374269006,1,38,16,6.0,2.5,69.4,41.9,21.8,88.3,53.9,33.3,2.8년,3.5년
484,2,도봉구,CS100010,커피,2.808333333333333,1,20,13,5.6,3.6,78.1,47.9,32.9,87.0,41.8,32.9,2.7년,3.5년
485,2,동대문구,CS100010,커피,2.635294117647059,0,48,19,7.4,2.9,66.7,48.1,37.2,82.0,55.4,39.5,2.7년,3.4년
486,2,동작구,CS100010,커피,2.690058479532164,0,48,22,7.7,3.5,83.1,48.5,31.5,79.0,51.7,34.0,2.6년,3.4년
487,2,마포구,CS100010,커피,2.894179894179894,1,145,69,7.8,3.7,70.1,40.9,28.4,81.2,48.1,31.3,2.6년,3.3년
488,2,서대문구,CS100010,커피,2.9683544303797467,1,39,17,6.2,2.7,65.0,39.0,29.3,83.5,47.2,32.0,2.7년,3.5년
489,2,서초구,CS100010,커피,3.2844574780058653,2,73,34,5.7,2.6,73.3,49.0,37.9,80.8,50.8,31.6,2.8년,3.7년
490,2,성동구,CS100010,커피,3.171717171717172,2,52,19,6.5,2.4,75.2,50.3,38.6,82.6,50.0,37.0,2.7년,3.3년
491,2,성북구,CS100010,커피,2.820987654320988,1,52,13,7.3,1.8,69.2,45.8,33.3,89.3,60.0,32.8,2.7년,3.4년
492,2,송파구,CS100010,커피,2.963483146067416,1,104,43,7.8,3.2,73.4,47.5,34.2,75.3,47.7,31.3,2.6년,3.3년
493,2,양천구,CS100010,커피,2.8715083798882683,1,40,19,7.2,3.4,72.6,56.0,34.5,87.8,48.2,32.7,2.6년,3.3년
494,2,영등포구,CS100010,커피,3.256227758007117,2,65,32,5.7,2.8,78.2,50.9,37.0,80.0,54.9,39.8,2.8년,3.7년
495,2,용산구,CS100010,커피,3.036496350364964,1,59,15,7.1,1.8,76.3,53.0,39.4,84.8,56.8,35.0,2.8년,3.5년
496,2,은평구,CS100010,커피,2.691823899371069,0,41,22,6.3,3.4,73.6,43.4,27.1,80.5,48.0,33.1,2.5년,3.2년
497,2,종로구,CS100010,커피,3.173387096774193,2,58,25,4.8,2.1,68.3,45.7,35.6,79.1,60.2,36.6,3년,4.2년
498,2,중구,CS100010,커피,3.430147058823529,2,55,21,5.0,1.9,75.2,51.0,37.9,84.7,49.5,42.9,2.8년,4.1년
499,2,중랑구,CS100010,커피,2.642857142857143,0,38,20,7.8,4.1,75.8,47.3,31.9,75.8,53.0,27.9,2.5년,3.1년
500,3,강남구,CS100001,한식,3.620958751393534,2,140,247,2.7,4.8,71.8,46.9,35.2,73.8,53.2,34.3,2.7년,4.7년
501,3,강동구,CS100001,한식,2.743730886850153,1,69,144,3.0,6.4,73.9,46.9,37.6,68.0,52.4,34.3,2.7년,4.5년
502,3,강북구,CS100001,한식,2.5527222605099933,0,52,96,2.7,4.9,70.3,45.3,36.5,75.2,50.1,35.3,2.6년,4.5년
503,3,강서구,CS100001,한식,2.992901508429459,1,114,173,3.7,5.6,72.0,45.5,33.6,74.2,48.1,33.3,2.6년,4.3년
504,3,관악구,CS100001,한식,2.712913553895411,0,79,164,3.1,6.3,66.7,44.3,32.4,69.7,51.0,31.3,2.6년,4.5년
505,3,광진구,CS100001,한식,2.8429506246281977,1,67,106,3.0,4.8,71.2,50.9,36.3,76.5,53.9,33.0,2.8년,4.7년
506,3,구로구,CS100001,한식,2.792892156862745,1,60,131,2.7,5.9,76.9,49.3,35.4,78.0,50.6,37.9,2.8년,4.9년
507,3,금천구,CS100001,한식,2.7934065934065933,1,42,77,2.3,4.3,66.4,45.6,35.3,80.8,56.1,31.9,2.7년,4.7년
508,3,노원구,CS100001,한식,2.775654635527247,1,43,110,2.2,5.5,72.2,52.5,42.0,71.7,55.9,42.4,2.9년,4.8년
509,3,도봉구,CS100001,한식,2.588342440801457,0,30,64,2.1,4.4,63.4,41.5,33.3,75.7,53.7,35.9,2.8년,4.8년
510,3,동대문구,CS100001,한식,2.5715948777648427,0,64,121,2.7,5.0,71.1,48.3,36.4,76.1,54.7,34.5,2.8년,4.8년
511,3,동작구,CS100001,한식,2.912252964426877,1,37,82,2.0,4.5,78.3,53.4,39.5,77.5,61.3,39.7,3년,5.3년
512,3,마포구,CS100001,한식,3.1791226645004063,2,98,180,2.9,5.3,67.6,45.5,33.3,77.8,54.7,31.1,2.8년,4.6년
513,3,서대문구,CS100001,한식,2.8258232235701906,1,52,97,2.9,5.4,78.3,53.9,43.4,81.3,50.7,43.4,3년,5.2년
514,3,서초구,CS100001,한식,3.593834995466908,2,61,125,2.1,4.3,71.0,47.8,37.1,78.0,51.8,36.4,2.9년,4.9년
515,3,성동구,CS100001,한식,3.0250347705146035,1,49,78,2.6,4.1,78.7,53.3,38.3,78.0,54.2,39.1,2.9년,5년
516,3,성북구,CS100001,한식,2.682186234817814,0,59,92,2.9,4.5,77.1,50.0,39.7,79.9,60.6,37.9,2.9년,5년
517,3,송파구,CS100001,한식,3.025295797633619,1,108,223,3.0,6.2,71.9,46.4,35.2,72.7,50.9,34.8,2.7년,4.6년
518,3,양천구,CS100001,한식,2.756915339480302,1,36,77,2.1,4.5,69.2,47.4,36.7,75.9,48.9,35.4,2.8년,4.6년
519,3,영등포구,CS100001,한식,3.191531460229521,2,102,159,3.1,4.8,75.6,48.5,38.9,82.4,54.1,37.9,2.9년,4.9년
520,3,용산구,CS100001,한식,3.309827456864216,2,41,66,2.2,3.6,78.0,55.2,42.1,86.8,58.1,39.3,3.1년,5.2년
521,3,은평구,CS100001,한식,2.6001357773251867,0,58,94,2.7,4.4,70.1,44.9,32.6,77.1,54.8,34.5,2.7년,4.6년
522,3,종로구,CS100001,한식,3.331047096479195,2,79,119,2.7,4.1,75.1,49.0,41.1,85.3,62.2,40.9,3.1년,5.6년
523,3,중구,CS100001,한식,3.3776150627615062,2,58,101,2.1,3.7,72.8,51.5,38.5,84.7,62.4,37.8,3.1년,5.8년
524,3,중랑구,CS100001,한식,2.541154791154791,0,58,115,2.6,5.2,70.3,44.6,33.3,73.2,55.0,33.7,2.7년,4.5년
525,3,강남구,CS100002,중식,3.898630136986301,2,26,20,5.4,4.2,72.1,50.0,44.1,68.7,48.0,34.8,2.7년,4.7년
526,3,강동구,CS100002,중식,2.62043795620438,0,11,11,6.3,6.3,67.7,41.9,32.3,75.0,48.5,26.1,2.5년,4.4년
527,3,강북구,CS100002,중식,2.4690265486725664,0,7,6,5.6,4.8,73.1,38.5,34.6,60.9,64.3,25.9,2.3년,4.2년
528,3,강서구,CS100002,중식,2.970731707317073,1,19,25,7.5,9.9,83.3,53.7,40.7,64.5,49.1,37.7,2.4년,4.1년
529,3,관악구,CS100002,중식,2.659217877094972,0,11,15,5.0,6.8,66.0,38.0,26.0,62.7,58.5,30.5,2.6년,4.2년
530,3,광진구,CS100002,중식,3.0155440414507773,1,13,8,5.3,3.3,69.6,52.2,45.7,96.6,48.0,41.8,2.9년,4.2년
531,3,구로구,CS100002,중식,2.3125,0,17,12,4.5,3.2,58.3,31.3,27.1,82.0,52.0,24.3,2.5년,3.7년
532,3,금천구,CS100002,중식,2.6506024096385543,0,17,11,8.0,5.2,55.7,44.3,36.1,74.5,39.2,36.7,2.3년,3.5년
533,3,노원구,CS100002,중식,2.795275590551181,1,6,8,3.8,5.1,77.8,55.6,50.0,76.7,45.5,36.4,2.8년,4.7년
534,3,도봉구,CS100002,중식,2.675,0,4,9,4.3,9.7,73.7,57.9,36.8,81.0,60.0,37.5,2.8년,4.8년
535,3,동대문구,CS100002,중식,2.540372670807453,0,11,18,5.3,8.7,79.4,52.9,35.3,77.3,47.5,36.1,2.5년,4.4년
536,3,동작구,CS100002,중식,2.787401574803149,1,6,7,3.6,4.2,90.9,72.7,54.5,73.9,50.0,45.5,3.1년,4.4년
537,3,마포구,CS100002,중식,3.265151515151515,2,17,18,5.3,5.6,72.7,60.6,43.9,71.4,53.3,43.1,2.7년,4.3년
538,3,서대문구,CS100002,중식,2.8529411764705883,1,10,7,5.4,3.8,72.0,44.0,36.0,84.4,45.1,40.9,2.8년,4.3년
539,3,서초구,CS100002,중식,3.751243781094528,2,9,17,3.5,6.5,76.2,52.4,38.1,76.7,37.5,35.7,2.9년,5년
540,3,성동구,CS100002,중식,3.115702479338843,1,4,6,2.6,3.9,73.7,52.6,42.1,73.3,55.0,33.3,2.8년,4.5년
541,3,성북구,CS100002,중식,2.708955223880597,0,7,8,4.0,4.6,94.7,57.9,47.4,82.1,61.2,47.1,2.9년,5.1년
542,3,송파구,CS100002,중식,3.165137614678899,2,13,18,4.7,6.6,79.2,56.6,35.8,66.7,48.3,37.0,2.7년,4.2년
543,3,양천구,CS100002,중식,2.708333333333333,0,8,4,5.8,2.9,69.2,53.8,23.1,73.1,56.5,37.5,2.6년,4.7년
544,3,영등포구,CS100002,중식,2.823529411764706,1,30,29,4.9,4.7,71.5,40.0,30.9,80.0,53.1,31.4,2.6년,3.7년
545,3,용산구,CS100002,중식,3.5526315789473686,2,1,4,0.6,2.4,70.8,54.2,37.5,84.6,53.6,32.0,3.2년,5.7년
546,3,은평구,CS100002,중식,2.680672268907563,0,9,9,5.6,5.6,70.0,53.3,36.7,78.9,28.0,35.3,2.5년,4.5년
547,3,종로구,CS100002,중식,3.4207317073170733,2,6,9,2.8,4.3,73.9,47.8,41.3,92.6,39.1,42.2,2.9년,5.3년
548,3,중구,CS100002,중식,3.591397849462365,2,8,12,3.0,4.5,83.3,47.6,33.3,71.9,53.8,36.2,3.2년,5.1년
549,3,중랑구,CS100002,중식,2.527472527472528,0,7,13,6.4,11.9,64.3,28.6,28.6,71.4,38.5,35.0,2.2년,4년
550,3,강남구,CS100003,일식,3.6290571870170014,2,32,30,3.3,3.1,80.3,53.4,42.7,82.2,65.3,42.7,2.9년,4.2년
551,3,강동구,CS100003,일식,2.523316062176166,0,8,16,3.3,6.6,62.5,43.8,33.3,77.2,59.6,37.7,2.4년,4.1년
552,3,강북구,CS100003,일식,2.519607843137255,0,6,8,4.8,6.4,86.1,47.2,33.3,71.4,44.4,35.9,2.4년,3.8년
553,3,강서구,CS100003,일식,2.926470588235294,1,20,22,5.4,5.9,77.8,50.6,46.9,84.4,54.3,43.3,2.5년,3.7년
554,3,관악구,CS100003,일식,2.593607305936073,0,17,18,5.9,6.2,68.5,53.7,38.9,70.6,56.9,37.7,2.4년,3.6년
555,3,광진구,CS100003,일식,2.770731707317073,1,9,11,3.5,4.3,81.0,54.8,47.6,72.7,59.3,36.4,2.8년,4.3년
556,3,구로구,CS100003,일식,2.7416666666666667,1,2,9,1.2,5.2,75.0,58.3,50.0,76.9,75.0,52.9,2.8년,4.7년
557,3,금천구,CS100003,일식,2.7468354430379747,1,9,3,7.9,2.6,85.7,42.9,28.6,82.1,70.0,35.3,2.6년,3.9년
558,3,노원구,CS100003,일식,2.8,1,7,8,3.8,4.3,51.1,33.3,22.2,85.7,41.0,28.9,2.6년,3.8년
559,3,도봉구,CS100003,일식,2.3974358974358974,0,0,6,0.0,6.1,80.0,40.0,30.0,73.5,55.6,13.3,2.5년,3.8년
560,3,동대문구,CS100003,일식,2.4318181818181817,0,14,10,7.7,5.5,66.7,42.9,33.3,84.2,41.9,25.0,2.6년,4.1년
561,3,동작구,CS100003,일식,2.9214285714285717,1,7,8,3.3,3.7,81.6,44.9,38.8,80.6,63.6,29.2,2.9년,5.1년
562,3,마포구,CS100003,일식,3.1106870229007635,1,46,32,6.9,4.8,73.4,46.2,34.3,82.5,49.7,35.3,2.7년,3.7년
563,3,서대문구,CS100003,일식,2.678832116788321,0,7,12,3.6,6.1,64.9,40.5,32.4,72.2,64.1,36.2,3년,4.3년
564,3,서초구,CS100003,일식,3.45724907063197,2,15,18,4.0,4.8,78.4,63.5,51.4,88.6,55.4,44.0,3.1년,4.8년
