,분기,시군구명,서비스업종코드,서비스업종,매출등급,매출등급01,개업수,폐업수,개업률,폐업률,1년생존률,3년생존률,5년생존률,1년생존률(신),3년생존률(신),5년생존률(신),최근10년영업기간,최근30년영업기간
184,1,도봉구,CS100008,분식,2.5959339263024144,0,16,3,5.2,1.0,67.8,37.3,22.0,71.4,51.7,27.7,2.4년,3.8년
185,1,동대문구,CS100008,분식,2.614574898785425,0,17,13,3.8,2.9,67.4,34.8,24.7,67.7,38.7,25.9,2.6년,4년
186,1,동작구,CS100008,분식,3.010452961672474,1,9,9,2.3,2.3,62.2,35.1,26.1,63.6,31.3,25.3,2.5년,3.9년
187,1,마포구,CS100008,분식,3.145210084033613,2,58,28,7.6,3.7,63.7,34.2,24.9,58.6,37.0,17.9,2.2년,3.5년
188,1,서대문구,CS100008,분식,2.8865248226950357,1,15,12,3.0,2.4,57.6,29.3,21.7,76.9,51.9,33.0,2.5년,4년
189,1,서초구,CS100008,분식,3.3769063180827885,2,27,19,3.3,2.3,74.1,47.4,35.6,64.8,52.9,33.6,2.8년,4.1년
190,1,성동구,CS100008,분식,3.21451355661882,2,18,13,4.7,3.4,67.0,37.4,27.5,74.7,45.1,17.4,2.4년,4년
191,1,성북구,CS100008,분식,2.725121781489213,1,15,16,2.9,3.1,64.0,46.0,34.0,70.5,43.1,24.8,2.7년,3.9년
192,1,송파구,CS100008,분식,3.008710078805475,1,49,21,5.9,2.5,65.3,39.8,29.5,61.7,44.8,22.7,2.4년,3.6년
193,1,양천구,CS100008,분식,2.76746096959737,1,18,15,4.2,3.5,64.0,41.9,30.2,64.3,42.7,23.8,2.4년,3.9년
194,1,영등포구,CS100008,분식,3.139705882352941,1,24,19,3.3,2.6,68.5,44.4,34.7,65.5,49.5,34.3,2.5년,3.8년
195,1,용산구,CS100008,분식,3.2660944206008584,2,18,12,3.4,2.3,70.0,46.3,35.0,75.9,33.7,25.4,2.5년,4년
196,1,은평구,CS100008,분식,2.634965034965035,0,22,11,4.2,2.1,57.7,38.0,30.7,67.0,39.8,26.7,2.4년,3.7년
197,1,종로구,CS100008,분식,3.17628705148206,2,21,19,3.0,2.7,69.4,42.3,36.9,74.0,50.0,24.4,2.6년,4.5년
198,1,중구,CS100008,분식,3.3655043586550435,2,13,15,1.7,2.0,64.8,47.7,32.8,68.8,40.8,35.3,2.7년,4.4년
199,1,중랑구,CS100008,분식,2.510204081632653,0,19,9,4.9,2.3,51.2,36.0,29.1,65.9,37.3,19.2,2.4년,3.8년
200,1,강남구,CS100009,주점,4.120218579234972,2,6,26,0.9,3.8,63.6,32.4,20.4,86.0,36.8,22.5,2.7년,4.3년
201,1,강동구,CS100009,주점,2.9326923076923075,1,3,9,0.8,2.4,62.9,26.6,14.0,72.0,22.3,27.7,2.6년,4.2년
202,1,강북구,CS100009,주점,3.0641025641025643,1,9,13,2.8,4.1,61.4,28.3,19.3,71.1,34.2,18.6,2.4년,4년
203,1,강서구,CS100009,주점,2.8908045977011496,1,9,15,1.8,2.9,71.6,33.0,20.1,71.4,40.9,19.1,2.7년,4.3년
204,1,관악구,CS100009,주점,2.9375,1,10,8,2.2,1.7,64.1,28.2,17.9,85.7,34.2,24.5,2.5년,4.2년
205,1,광진구,CS100009,주점,2.701754385964912,0,5,13,1.3,3.3,68.1,35.4,22.9,82.1,37.5,24.8,2.8년,4.2년
206,1,구로구,CS100009,주점,2.6,0,6,16,1.5,4.1,62.7,31.7,19.0,68.7,23.5,18.9,2.4년,4년
207,1,금천구,CS100009,주점,2.6557377049180326,0,6,4,2.6,1.7,64.3,28.6,16.7,62.5,36.8,20.9,2.5년,4년
208,1,노원구,CS100009,주점,2.7209302325581395,1,2,3,0.8,1.2,65.5,32.2,20.7,80.0,39.4,24.1,2.9년,4.4년
209,1,도봉구,CS100009,주점,2.6956521739130435,0,3,2,1.4,1.0,68.9,31.1,19.7,90.9,41.8,19.3,2.7년,4.2년
210,1,동대문구,CS100009,주점,2.9220779220779223,1,5,6,1.8,2.1,71.0,28.0,17.2,84.4,21.6,18.4,2.6년,4.6년
211,1,동작구,CS100009,주점,2.549019607843137,0,7,8,2.7,3.1,71.8,33.3,20.5,84.0,30.3,34.7,3년,4.6년
212,1,마포구,CS100009,주점,3.188679245283019,2,6,19,0.9,2.8,70.4,35.0,21.9,78.9,38.4,24.1,3년,4.4년
213,1,서대문구,CS100009,주점,3.021276595744681,1,1,12,0.4,4.2,65.3,34.7,16.8,76.7,37.2,22.2,2.9년,4.5년
214,1,서초구,CS100009,주점,3.513888888888889,2,2,8,0.6,2.2,72.3,33.0,23.4,87.8,35.5,25.8,3년,4.9년
215,1,성동구,CS100009,주점,2.909090909090909,1,4,8,1.9,3.8,65.6,39.3,26.2,82.1,41.8,29.2,2.9년,4.5년
216,1,성북구,CS100009,주점,2.8666666666666667,1,3,13,1.1,4.8,70.1,35.5,17.8,77.1,44.2,19.6,2.8년,4.4년
217,1,송파구,CS100009,주점,2.957627118644068,1,5,11,1.1,2.5,68.5,37.0,20.6,68.5,42.7,23.7,2.7년,4.3년
218,1,양천구,CS100009,주점,2.68,0,2,5,0.6,1.6,63.9,31.5,23.1,77.3,32.4,18.4,2.7년,4.1년
219,1,영등포구,CS100009,주점,2.8972602739726026,1,10,15,1.9,2.8,67.1,35.5,20.6,74.0,45.3,19.6,2.7년,4.3년
220,1,용산구,CS100009,주점,3.254237288135593,2,7,8,2.2,2.5,76.0,38.5,21.9,86.8,35.8,22.9,3년,4.8년
221,1,은평구,CS100009,주점,2.7655172413793103,1,6,11,1.7,3.1,65.4,23.1,14.6,73.8,36.0,12.8,2.6년,4.3년
222,1,종로구,CS100009,주점,3.198795180722892,2,6,11,1.4,2.6,71.1,40.5,32.2,81.1,44.0,28.8,3.2년,5.1년
223,1,중구,CS100009,주점,2.6142857142857143,0,5,14,1.6,4.6,77.8,46.0,31.7,84.2,52.3,28.8,3년,5년
224,1,중랑구,CS100009,주점,2.7051282051282053,0,7,7,2.0,2.0,62.7,31.0,19.8,66.0,33.9,10.1,2.5년,4년
225,1,강남구,CS100010,커피,3.4061371841155235,2,70,60,3.0,2.6,70.1,40.5,30.3,75.9,51.3,33.1,2.8년,3.7년
226,1,강동구,CS100010,커피,2.791411042944785,1,44,19,6.0,2.6,76.7,43.6,33.1,81.5,48.7,28.3,2.6년,3.3년
227,1,강북구,CS100010,커피,2.621212121212121,0,34,17,7.7,3.8,64.2,36.7,23.9,78.0,45.2,23.7,2.5년,3.2년
228,1,강서구,CS100010,커피,2.955555555555556,1,55,40,5.6,4.0,77.4,47.3,28.9,75.4,51.1,33.2,2.6년,3년
229,1,관악구,CS100010,커피,2.80327868852459,1,39,24,5.3,3.3,70.1,42.9,29.4,76.1,43.6,25.4,2.5년,3.3년
230,1,광진구,CS100010,커피,2.7010869565217392,0,40,29,5.3,3.9,69.5,45.4,30.5,81.1,44.1,33.3,2.6년,3.5년
231,1,구로구,CS100010,커피,2.8852459016393444,1,39,21,6.9,3.7,70.0,44.6,35.4,80.4,52.4,34.1,2.6년,3.3년
232,1,금천구,CS100010,커피,2.78698224852071,1,20,20,4.0,4.0,76.0,47.9,31.3,79.4,46.4,25.2,2.6년,3.2년
233,1,노원구,CS100010,커피,2.96875,1,35,14,5.7,2.3,69.4,41.9,21.8,86.0,48.7,31.4,2.8년,3.5년
234,1,도봉구,CS100010,커피,2.7241379310344827,1,22,19,6.3,5.4,78.1,47.9,32.9,88.2,40.0,29.3,2.7년,3.5년
235,1,동대문구,CS100010,커피,2.679245283018868,0,34,22,5.5,3.5,66.7,48.1,37.2,82.1,51.6,27.6,2.7년,3.5년
236,1,동작구,CS100010,커피,2.784313725490196,1,24,24,4.0,4.0,83.1,48.5,31.5,77.6,46.4,27.5,2.7년,3.4년
237,1,마포구,CS100010,커피,2.8885630498533725,1,92,55,5.1,3.1,70.1,40.9,28.4,80.8,48.7,32.9,2.6년,3.3년
238,1,서대문구,CS100010,커피,2.9798657718120807,1,28,13,4.6,2.2,65.0,39.0,29.3,80.8,46.2,30.2,2.7년,3.5년
239,1,서초구,CS100010,커피,3.3311897106109325,2,59,44,4.7,3.5,73.3,49.0,37.9,81.8,51.7,31.6,2.8년,3.7년
240,1,성동구,CS100010,커피,3.181318681318681,2,37,22,4.8,2.9,75.2,50.3,38.6,77.4,50.3,31.8,2.7년,3.3년
241,1,성북구,CS100010,커피,2.8053691275167787,1,30,16,4.5,2.4,69.2,45.8,33.3,84.6,51.4,28.7,2.7년,3.5년
242,1,송파구,CS100010,커피,3.0,1,59,52,4.6,4.1,73.4,47.5,34.2,74.2,46.7,29.9,2.6년,3.3년
243,1,양천구,CS100010,커피,2.85207100591716,1,33,17,6.2,3.2,72.6,56.0,34.5,85.6,47.8,27.6,2.6년,3.3년
244,1,영등포구,CS100010,커피,3.2433460076045626,2,44,30,4.0,2.7,78.2,50.9,37.0,83.1,53.3,36.6,2.8년,3.7년
245,1,용산구,CS100010,커피,3.0155038759689923,1,37,23,4.7,2.9,76.3,53.0,39.4,81.1,52.8,36.2,2.8년,3.6년
246,1,은평구,CS100010,커피,2.712328767123288,0,37,23,5.9,3.6,73.6,43.4,27.1,79.5,41.7,34.1,2.5년,3.2년
247,1,종로구,CS100010,커피,3.078602620087336,1,44,31,3.7,2.6,68.3,45.7,35.6,81.0,58.6,45.3,3년,4.2년
248,1,중구,CS100010,커피,3.4115384615384614,2,42,26,3.9,2.4,75.2,51.0,37.9,86.3,50.0,34.1,2.8년,4.1년
249,1,중랑구,CS100010,커피,2.627906976744186,0,25,16,5.3,3.4,75.8,47.3,31.9,75.9,46.7,26.6,2.5년,3.1년
250,2,강남구,CS100001,한식,3.611528822055138,2,174,160,3.3,3.0,71.8,46.9,35.2,78.8,52.4,35.2,2.7년,4.6년
251,2,강동구,CS100001,한식,2.7507617306520413,1,61,73,2.6,3.1,73.9,46.9,37.6,72.0,53.2,33.4,2.7년,4.4년
252,2,강북구,CS100001,한식,2.5693035835023665,0,50,51,2.5,2.5,70.3,45.3,36.5,76.7,51.5,34.5,2.6년,4.5년
253,2,강서구,CS100001,한식,3.00883782589483,1,116,86,3.7,2.7,72.0,45.5,33.6,77.6,50.0,34.2,2.5년,4.3년
254,2,관악구,CS100001,한식,2.745609366684407,1,85,73,3.2,2.7,66.7,44.3,32.4,73.7,56.5,32.8,2.6년,4.5년
255,2,광진구,CS100001,한식,2.839107457428068,1,64,68,2.8,3.0,71.2,50.9,36.3,76.3,54.5,36.6,2.8년,4.7년
256,2,구로구,CS100001,한식,2.784978800726832,1,64,69,2.8,3.0,76.9,49.3,35.4,82.3,57.2,39.1,2.8년,4.9년
257,2,금천구,CS100001,한식,2.809833694866233,1,46,52,2.5,2.8,66.4,45.6,35.3,83.0,57.3,33.4,2.6년,4.7년
258,2,노원구,CS100001,한식,2.774618585298197,1,46,41,2.2,2.0,72.2,52.5,42.0,79.8,56.8,41.8,2.8년,4.8년
259,2,도봉구,CS100001,한식,2.636363636363636,0,41,34,2.7,2.3,63.4,41.5,33.3,79.6,55.3,39.3,2.7년,4.7년
260,2,동대문구,CS100001,한식,2.563926940639269,0,73,56,3.0,2.3,71.1,48.3,36.4,79.4,54.9,35.4,2.8년,4.7년
261,2,동작구,CS100001,한식,2.8864526233359435,1,56,53,3.0,2.8,78.3,53.4,39.5,81.6,58.8,42.7,3년,5.3년
262,2,마포구,CS100001,한식,3.176138653768642,2,126,99,3.6,2.8,67.6,45.5,33.3,79.8,56.6,31.2,2.7년,4.6년
263,2,서대문구,CS100001,한식,2.8075601374570445,1,39,41,2.1,2.2,78.3,53.9,43.4,83.5,54.9,42.1,2.9년,5.2년
264,2,서초구,CS100001,한식,3.5506922733363107,2,70,88,2.3,2.9,71.0,47.8,37.1,81.4,52.9,34.1,2.9년,4.9년
265,2,성동구,CS100001,한식,3.0304287690179805,1,56,49,2.9,2.6,78.7,53.3,38.3,79.0,51.0,37.1,2.9년,5년
266,2,성북구,CS100001,한식,2.681110358835477,0,58,42,2.8,2.0,77.1,50.0,39.7,85.8,60.3,39.8,2.9년,4.9년
267,2,송파구,CS100001,한식,3.018807523009204,1,128,89,3.4,2.4,71.9,46.4,35.2,78.3,54.8,36.5,2.7년,4.6년
268,2,양천구,CS100001,한식,2.7796887796887795,1,54,64,3.0,3.6,69.2,47.4,36.7,81.5,49.2,33.9,2.7년,4.5년
269,2,영등포구,CS100001,한식,3.1531848378272764,2,75,76,2.2,2.2,75.6,48.5,38.9,85.4,56.2,38.1,2.8년,4.9년
270,2,용산구,CS100001,한식,3.325018896447468,2,51,35,2.8,1.9,78.0,55.2,42.1,84.7,59.9,39.1,3.1년,5.2년
271,2,은평구,CS100001,한식,2.64142091152815,0,67,65,3.1,3.0,70.1,44.9,32.6,81.5,54.7,36.1,2.6년,4.6년
272,2,종로구,CS100001,한식,3.326007326007326,2,62,42,2.1,1.4,75.1,49.0,41.1,88.4,63.2,42.9,3.1년,5.6년
273,2,중구,CS100001,한식,3.3640167364016738,2,60,46,2.2,1.7,72.8,51.5,38.5,90.2,62.0,39.9,3.1년,5.8년
274,2,중랑구,CS100001,한식,2.5960712093308778,0,66,60,2.9,2.7,70.3,44.6,33.3,78.7,51.9,32.4,2.7년,4.5년
275,2,강남구,CS100002,중식,3.865546218487395,2,22,14,4.7,3.0,72.1,50.0,44.1,70.5,52.1,34.8,2.7년,4.7년
276,2,강동구,CS100002,중식,2.7218045112781954,1,7,9,4.0,5.1,67.7,41.9,32.3,75.6,55.9,38.7,2.5년,4.5년
277,2,강북구,CS100002,중식,2.4285714285714284,0,10,4,8.1,3.3,73.1,38.5,34.6,64.0,62.1,28.6,2.3년,4.2년
278,2,강서구,CS100002,중식,2.975845410628019,1,22,11,8.5,4.2,83.3,53.7,40.7,66.7,49.1,32.1,2.4년,4.1년
279,2,관악구,CS100002,중식,2.723756906077348,1,9,8,4.0,3.6,66.0,38.0,26.0,75.9,57.1,29.0,2.5년,4.2년
280,2,광진구,CS100002,중식,3.010362694300518,1,8,2,3.3,0.8,69.6,52.2,45.7,100.0,60.4,38.0,2.9년,4.2년
281,2,구로구,CS100002,중식,2.367857142857143,0,10,8,2.7,2.2,58.3,31.3,27.1,75.0,47.4,28.1,2.5년,3.7년
282,2,금천구,CS100002,중식,2.6855345911949686,0,12,8,5.8,3.9,55.7,44.3,36.1,79.2,37.7,33.3,2.3년,3.5년
283,2,노원구,CS100002,중식,2.821138211382114,1,5,7,3.2,4.4,77.8,55.6,50.0,88.9,48.0,34.8,2.8년,4.7년
284,2,도봉구,CS100002,중식,2.730769230769231,1,2,3,2.0,3.1,73.7,57.9,36.8,90.5,70.0,31.8,2.8년,4.7년
285,2,동대문구,CS100002,중식,2.484472049689441,0,14,10,6.5,4.7,79.4,52.9,35.3,75.7,46.9,29.7,2.6년,4.4년
286,2,동작구,CS100002,중식,2.8091603053435112,1,5,3,3.0,1.8,90.9,72.7,54.5,71.4,40.0,42.9,3.1년,4.4년
287,2,마포구,CS100002,중식,3.2423076923076923,2,17,11,5.3,3.4,72.7,60.6,43.9,72.1,53.4,39.7,2.7년,4.4년
288,2,서대문구,CS100002,중식,2.8473282442748094,1,9,4,4.9,2.2,72.0,44.0,36.0,86.2,48.8,37.0,2.8년,4.3년
289,2,서초구,CS100002,중식,3.7939698492462313,2,10,5,3.7,1.9,76.2,52.4,38.1,79.1,50.0,38.2,2.8년,5년
290,2,성동구,CS100002,중식,3.1048387096774195,1,5,3,3.2,1.9,73.7,52.6,42.1,70.8,60.9,28.0,2.8년,4.5년
291,2,성북구,CS100002,중식,2.648854961832061,0,11,5,6.3,2.9,94.7,57.9,47.4,90.9,56.1,30.4,2.9년,5.1년
292,2,송파구,CS100002,중식,3.144186046511628,2,15,15,5.4,5.4,79.2,56.6,35.8,73.8,38.9,43.1,2.6년,4.2년
293,2,양천구,CS100002,중식,2.7413793103448274,1,8,6,5.9,4.4,69.2,53.8,23.1,73.7,54.5,45.0,2.6년,4.7년
294,2,영등포구,CS100002,중식,2.8070953436807096,1,28,17,4.6,2.8,71.5,40.0,30.9,79.3,49.2,27.6,2.6년,3.6년
295,2,용산구,CS100002,중식,3.530434782608696,2,6,7,3.5,4.1,70.8,54.2,37.5,87.5,58.6,39.1,3.1년,5.6년
296,2,은평구,CS100002,중식,2.636363636363636,0,6,7,3.7,4.3,70.0,53.3,36.7,79.1,30.4,36.7,2.5년,4.5년
297,2,종로구,CS100002,중식,3.376470588235294,2,10,3,4.7,1.4,73.9,47.8,41.3,96.6,42.9,35.0,2.8년,5.2년
298,2,중구,CS100002,중식,3.574585635359116,2,10,7,3.7,2.6,83.3,47.6,33.3,87.9,63.0,47.5,3.2년,5.1년
299,2,중랑구,CS100002,중식,2.536842105263158,0,10,4,8.7,3.5,64.3,28.6,28.6,63.2,38.1,28.0,2.3년,4년
300,2,강남구,CS100003,일식,3.615863141524106,2,29,14,3.0,1.5,80.3,53.4,42.7,85.7,64.9,45.2,2.9년,4.2년
301,2,강동구,CS100003,일식,2.560846560846561,0,13,13,5.2,5.2,62.5,43.8,33.3,83.9,54.5,32.1,2.4년,4.1년
302,2,강북구,CS100003,일식,2.617647058823529,0,7,8,5.5,6.3,86.1,47.2,33.3,78.6,44.1,27.0,2.3년,3.8년
303,2,강서구,CS100003,일식,2.915129151291513,1,18,11,4.8,2.9,77.8,50.6,46.9,85.1,49.4,40.7,2.5년,3.7년
304,2,관악구,CS100003,일식,2.6619047619047618,0,11,8,3.8,2.7,68.5,53.7,38.9,72.2,56.1,35.8,2.4년,3.6년
305,2,광진구,CS100003,일식,2.772946859903381,1,15,8,5.8,3.1,81.0,54.8,47.6,70.8,55.4,26.2,2.7년,4.2년
306,2,구로구,CS100003,일식,2.737704918032787,1,7,4,3.9,2.2,75.0,58.3,50.0,80.0,64.0,48.6,2.8년,4.7년
307,2,금천구,CS100003,일식,2.792207792207792,1,2,3,1.9,2.8,85.7,42.9,28.6,83.3,60.9,33.3,2.7년,4년
308,2,노원구,CS100003,일식,2.771428571428572,1,9,4,4.9,2.2,51.1,33.3,22.2,91.2,41.9,31.9,2.7년,3.8년
309,2,도봉구,CS100003,일식,2.3466666666666667,0,9,6,8.6,5.7,80.0,40.0,30.0,75.0,57.1,37.5,2.5년,3.8년
310,2,동대문구,CS100003,일식,2.395348837209302,0,6,3,3.4,1.7,66.7,42.9,33.3,80.0,36.8,46.2,2.6년,4.1년
311,2,동작구,CS100003,일식,2.8819444444444446,1,7,6,3.3,2.8,81.6,44.9,38.8,82.4,60.9,29.8,2.9년,5년
312,2,마포구,CS100003,일식,3.085148514851485,1,39,19,6.0,2.9,73.4,46.2,34.3,87.6,49.4,37.0,2.7년,3.7년
313,2,서대문구,CS100003,일식,2.611940298507463,0,9,5,4.5,2.5,64.9,40.5,32.4,74.1,62.5,25.6,2.9년,4.2년
314,2,서초구,CS100003,일식,3.4654545454545453,2,7,8,1.9,2.1,78.4,63.5,51.4,91.3,59.3,31.4,3.1년,4.7년
315,2,성동구,CS100003,일식,3.0595238095238093,1,8,3,4.3,1.6,80.4,56.5,45.7,88.6,46.8,32.5,2.6년,3.9년
316,2,성북구,CS100003,일식,2.5538461538461537,0,8,2,4.5,1.1,71.4,46.9,40.8,80.0,53.7,35.7,2.6년,4년
317,2,송파구,CS100003,일식,2.91131498470948,1,18,16,3.4,3.0,71.3,51.9,38.9,82.8,52.3,45.7,2.8년,4.5년
318,2,양천구,CS100003,일식,2.5118110236220472,0,11,4,6.3,2.3,66.7,47.6,40.5,76.5,56.3,42.9,2.5년,4년
319,2,영등포구,CS100003,일식,3.23938223938224,2,12,4,3.4,1.1,80.0,55.0,45.0,87.0,42.9,48.9,2.8년,4.6년
320,2,용산구,CS100003,일식,3.3224043715847,2,7,9,2.7,3.5,60.4,39.6,27.1,85.0,63.5,21.7,2.9년,4.3년
321,2,은평구,CS100003,일식,2.448818897637796,0,15,11,7.8,5.7,71.4,42.9,28.6,82.5,54.5,26.2,2.4년,3.7년
322,2,종로구,CS100003,일식,3.2844444444444445,2,15,6,4.9,2.0,77.4,54.8,43.5,88.9,54.2,43.4,3년,4.8년
323,2,중구,CS100003,일식,3.385026737967914,2,10,13,3.5,4.5,71.2,33.9,25.4,91.8,54.5,35.0,2.9년,5년
324,2,중랑구,CS100003,일식,2.315315315315315,0,4,2,2.8,1.4,75.0,50.0,40.0,87.5,65.4,64.3,2.7년,3.8년
325,2,강남구,CS100004,기타 외국식,3.4819427148194277,2,64,33,4.3,2.2,72.8,47.4,38.8,85.3,51.6,32.1,2.6년,3.7년
326,2,강동구,CS100004,기타 외국식,2.5576923076923075,0,6,6,2.8,2.8,77.1,45.7,40.0,74.5,52.5,40.0,2.5년,3.5년
327,2,강북구,CS100004,기타 외국식,2.147058823529412,0,4,0,3.6,0.0,50.0,25.0,25.0,69.7,71.4,12.5,2.2년,3.3년
328,2,강서구,CS100004,기타 외국식,2.658959537572254,0,16,7,5.5,2.4,77.3,48.0,40.0,71.8,33.9,33.3,2.3년,3.3년
329,2,관악구,CS100004,기타 외국식,2.581081081081081,0,8,7,2.8,2.5,77.1,52.1,41.7,71.3,66.7,27.7,2.5년,3.8년
330,2,광진구,CS100004,기타 외국식,2.684563758389262,0,9,9,3.5,3.5,72.0,46.0,32.0,83.0,65.1,35.7,2.6년,4년
331,2,구로구,CS100004,기타 외국식,2.5357142857142856,0,7,1,4.7,0.7,84.6,53.8,50.0,85.7,38.1,39.3,2.6년,3.7년
332,2,금천구,CS100004,기타 외국식,2.457627118644068,0,5,3,4.8,2.9,66.7,44.4,22.2,74.1,63.6,28.6,2.6년,3.8년
333,2,노원구,CS100004,기타 외국식,2.673684210526316,0,6,4,3.1,2.1,76.7,50.0,46.7,87.8,52.4,27.3,2.7년,4년
334,2,도봉구,CS100004,기타 외국식,2.2033898305084745,0,5,1,4.9,1.0,76.5,35.3,17.6,95.0,37.5,23.8,2.7년,4년
335,2,동대문구,CS100004,기타 외국식,2.3398058252427183,0,11,4,5.3,1.9,73.7,31.6,28.9,90.0,56.1,31.6,2.7년,3.9년
336,2,동작구,CS100004,기타 외국식,2.8072289156626504,1,5,0,3.2,0.0,85.3,35.3,26.5,91.2,62.5,27.8,2.8년,3.8년
337,2,마포구,CS100004,기타 외국식,2.844155844155844,1,35,22,3.7,2.3,74.5,43.8,29.2,88.4,61.2,33.3,2.7년,3.7년
338,2,서대문구,CS100004,기타 외국식,2.746376811594203,1,7,13,2.7,5.0,64.9,35.1,31.6,71.8,57.6,29.8,2.6년,4.1년
339,2,서초구,CS100004,기타 외국식,3.38562091503268,2,15,13,2.7,2.4,80.8,50.5,41.4,85.4,61.0,35.6,3년,3.8년
340,2,성동구,CS100004,기타 외국식,3.0901287553648067,1,20,8,5.6,2.2,79.7,49.2,37.3,90.5,59.3,33.3,2.3년,3.3년
341,2,성북구,CS100004,기타 외국식,2.3846153846153846,0,4,6,1.6,2.4,78.2,52.7,38.2,83.9,66.7,47.8,2.7년,3.9년
342,2,송파구,CS100004,기타 외국식,2.8068181818181817,1,28,23,5.3,4.4,76.1,53.3,40.2,85.3,59.0,38.4,2.6년,3.7년
343,2,양천구,CS100004,기타 외국식,2.6125,0,6,6,3.7,3.7,82.6,39.1,30.4,86.4,41.2,23.1,2.3년,3.9년
344,2,영등포구,CS100004,기타 외국식,3.458563535911602,2,10,6,2.9,1.7,70.1,49.3,43.3,86.1,60.0,41.8,2.7년,3.8년
345,2,용산구,CS100004,기타 외국식,3.210144927536232,2,39,20,4.8,2.5,77.2,51.3,39.9,90.8,63.8,42.8,2.9년,4년
346,2,은평구,CS100004,기타 외국식,2.431372549019608,0,4,2,2.4,1.2,69.6,34.8,26.1,81.8,54.5,44.4,2.3년,3.4년
347,2,종로구,CS100004,기타 외국식,3.2997032640949557,2,6,9,1.1,1.7,72.2,52.2,38.9,88.9,55.2,36.6,3.1년,4.6년
348,2,중구,CS100004,기타 외국식,3.2930232558139534,2,8,11,1.9,2.6,71.2,50.0,40.9,83.6,63.5,37.5,3년,4.6년
349,2,중랑구,CS100004,기타 외국식,2.378787878787879,0,3,6,2.4,4.8,77.3,45.5,36.4,90.3,55.0,41.7,2.5년,3.6년
350,2,강남구,CS100005,제과제빵,3.4275618374558303,2,23,23,4.4,4.4,73.5,51.0,35.7,84.9,53.8,35.8,3년,4.4년
351,2,강동구,CS100005,제과제빵,2.8862275449101795,1,8,2,3.0,0.8,82.2,60.0,44.4,82.0,41.4,38.3,2.7년,4.3년
352,2,강북구,CS100005,제과제빵,2.769230769230769,1,9,2,7.5,1.7,90.0,50.0,25.0,91.3,45.0,39.1,2.6년,4.6년
353,2,강서구,CS100005,제과제빵,2.942857142857143,1,13,6,4.2,1.9,72.9,42.4,35.6,83.1,42.2,37.1,2.6년,4.2년
354,2,관악구,CS100005,제과제빵,2.8767123287671232,1,9,9,4.3,4.3,77.4,38.7,32.3,69.7,43.2,35.1,2.6년,4.6년
355,2,광진구,CS100005,제과제빵,2.82312925170068,1,9,5,4.0,2.2,70.4,48.1,22.2,81.8,46.6,25.8,2.7년,4.6년
356,2,구로구,CS100005,제과제빵,2.9140625,1,5,5,3.0,3.0,84.6,50.0,46.2,80.6,37.9,40.7,2.7년,4.6년
357,2,금천구,CS100005,제과제빵,2.8641975308641974,1,4,0,3.8,0.0,66.7,50.0,41.7,85.7,51.7,33.3,2.9년,5.1년
358,2,노원구,CS100005,제과제빵,2.85625,1,6,6,2.6,2.6,71.1,42.1,34.2,87.5,50.0,35.1,2.9년,4.9년
359,2,도봉구,CS100005,제과제빵,2.845238095238096,1,5,2,4.2,1.7,90.0,50.0,30.0,79.2,29.2,18.8,2.4년,4.9년
360,2,동대문구,CS100005,제과제빵,2.881818181818182,1,12,4,6.8,2.3,66.7,41.7,37.5,86.1,32.1,39.1,2.5년,5년
361,2,동작구,CS100005,제과제빵,2.9166666666666665,1,6,3,3.0,1.5,81.0,52.4,35.7,85.7,55.9,31.9,3.1년,4.9년
362,2,마포구,CS100005,제과제빵,2.8284518828451883,1,21,22,5.3,5.5,67.7,37.5,25.0,77.6,46.9,23.7,2.8년,4.1년
363,2,서대문구,CS100005,제과제빵,2.900826446280992,1,12,4,6.2,2.1,75.9,58.6,31.0,88.9,48.7,8.3,2.9년,4.7년
364,2,서초구,CS100005,제과제빵,3.429951690821256,2,12,6,3.2,1.6,75.4,56.1,40.4,80.0,70.0,31.5,3.1년,4.8년
365,2,성동구,CS100005,제과제빵,3.0078125,1,9,5,4.4,2.5,71.4,38.1,21.4,91.7,54.8,27.5,2.6년,4.1년
366,2,성북구,CS100005,제과제빵,2.825757575757576,1,11,3,5.1,1.4,69.8,41.9,30.2,85.7,62.2,20.5,2.9년,5.1년
367,2,송파구,CS100005,제과제빵,3.0526315789473686,1,16,9,4.2,2.3,67.4,38.9,26.3,84.7,51.3,28.7,2.7년,4.5년
368,2,양천구,CS100005,제과제빵,2.902439024390244,1,12,11,5.7,5.2,75.0,46.4,32.1,81.8,44.7,33.3,2.8년,4.7년
369,2,영등포구,CS100005,제과제빵,3.136363636363636,1,5,7,2.0,2.7,78.4,56.9,47.1,82.2,60.5,37.0,3년,4.5년
370,2,용산구,CS100005,제과제빵,3.381818181818182,2,7,4,2.9,1.7,78.4,56.8,40.5,92.1,53.8,27.0,3년,4.7년
371,2,은평구,CS100005,제과제빵,2.728476821192053,1,6,4,2.8,1.9,80.0,47.5,37.5,92.1,43.9,44.4,2.8년,4.6년
372,2,종로구,CS100005,제과제빵,3.2,2,5,3,2.0,1.2,85.4,61.0,34.1,89.2,64.3,29.3,3년,4.7년
373,2,중구,CS100005,제과제빵,3.4466019417475726,2,5,9,2.1,3.7,81.0,50.0,31.0,86.2,55.6,32.5,3.1년,5.1년
